SubscriptionID,CustomerID,PlanID,BillingCycle,Status,DiscountPercent,StartDate,RenewalDate,CancelDate,AutoRenew,PlanName,MonthlyPrice,AnnualContractValue
S000811,C003516,8,Monthly,Trial,0.0,2024-05-22 05:35:13,2024-06-21 05:35:13,,Yes,Growth,79,948.0
S000812,C001977,2,Yearly,Active,15.0,2020-01-31 13:20:26,2021-01-30 13:20:26,,Yes,Basic,59,601.8
S000813,C007653,2,Monthly,Active,15.0,2020-07-18 01:57:18,2020-08-17 01:57:18,,Yes,Basic,59,601.8
S000814,C003155,1,Yearly,Active,0.0,2021-02-14 19:44:12,2022-02-14 19:44:12,,No,Starter,29,348.0
S000815,C004326,4,Yearly,Active,5.0,2018-04-28 12:46:39,2019-04-28 12:46:39,,Yes,Business,249,2838.6
S000816,C002949,2,Yearly,Active,0.0,2023-03-18 22:35:07,2024-03-17 22:35:07,,Yes,Basic,59,708.0
S000817,C009057,1,Monthly,Active,0.0,2025-12-11 01:54:28,2026-01-10 01:54:28,,Yes,Starter,29,348.0
S000818,C008683,5,Monthly,Active,5.0,2020-12-19 18:51:33,2021-01-18 18:51:33,,Yes,Enterprise,499,5688.6
S000819,C003790,3,Monthly,Active,0.0,2023-05-11 07:11:20,2023-06-10 07:11:20,,Yes,Professional,129,1548.0
S000820,C003074,2,Monthly,Paused,0.0,2021-04-14 21:51:46,2021-05-14 21:51:46,,Yes,Basic,59,708.0
S000821,C005518,4,Monthly,Active,0.0,2021-02-02 13:25:22,2021-03-04 13:25:22,,Yes,Business,249,2988.0
S000822,C004386,7,Quarterly,Active,0.0,2019-09-23 06:58:01,2019-12-22 06:58:01,,Yes,Startup,39,468.0
S000823,C008205,4,Monthly,Active,0.0,2025-08-08 00:29:08,2025-09-07 00:29:08,,No,Business,249,2988.0
S000824,C004384,9,Monthly,Active,10.0,2020-10-07 15:29:50,2020-11-06 15:29:50,,Yes,Scale,179,1933.2
S000825,C005985,1,Yearly,Trial,0.0,2025-08-24 03:18:39,2026-08-24 03:18:39,,Yes,Starter,29,348.0
S000826,C007444,4,Monthly,Active,0.0,2025-08-12 17:27:27,2025-09-11 17:27:27,,Yes,Business,249,2988.0
S000827,C001770,5,Monthly,Active,20.0,2025-03-29 00:29:18,2025-04-28 00:29:18,,Yes,Enterprise,499,4790.4
S000828,C009587,2,Monthly,Trial,10.0,2020-11-05 11:25:39,2020-12-05 11:25:39,,Yes,Basic,59,637.2
S000829,C006791,7,Monthly,Active,5.0,2022-10-24 09:34:59,2022-11-23 09:34:59,,Yes,Startup,39,444.6
S000830,C005734,2,Quarterly,Cancelled,0.0,2023-10-21 16:09:14,2024-01-19 16:09:14,2025-12-22 16:09:14,Yes,Basic,59,708.0
S000831,C009133,5,Monthly,Active,0.0,2022-07-25 13:18:22,2022-08-24 13:18:22,,Yes,Enterprise,499,5988.0
S000832,C004434,2,Yearly,Active,15.0,2021-06-01 23:19:55,2022-06-01 23:19:55,,Yes,Basic,59,601.8
S000833,C004093,3,Monthly,Active,0.0,2025-08-08 16:17:13,2025-09-07 16:17:13,,Yes,Professional,129,1548.0
S000834,C006223,10,Yearly,Active,0.0,2019-11-18 23:16:59,2020-11-17 23:16:59,,Yes,Corporate,349,4188.0
S000835,C002942,1,Monthly,Trial,30.0,2018-01-02 18:40:04,2018-02-01 18:40:04,,Yes,Starter,29,243.6
S000836,C004166,7,Yearly,Active,15.0,2019-11-18 12:13:24,2020-11-17 12:13:24,,Yes,Startup,39,397.8
S000837,C007652,2,Quarterly,Active,0.0,2019-02-14 08:59:44,2019-05-15 08:59:44,,Yes,Basic,59,708.0
S000838,C003826,2,Monthly,Active,0.0,2020-10-23 02:21:01,2020-11-22 02:21:01,,Yes,Basic,59,708.0
S000839,C005052,7,Yearly,Trial,5.0,2025-01-13 20:16:47,2026-01-13 20:16:47,,Yes,Startup,39,444.6
S000840,C007995,3,Monthly,Cancelled,0.0,2022-12-16 06:56:05,2023-01-15 06:56:05,2023-08-18 06:56:05,No,Professional,129,1548.0
S000841,C002020,2,Monthly,Trial,0.0,2019-03-15 05:00:09,2019-04-14 05:00:09,,Yes,Basic,59,708.0
S000842,C003293,4,Monthly,Active,0.0,2020-08-03 11:01:41,2020-09-02 11:01:41,,No,Business,249,2988.0
S000843,C007690,9,Monthly,Active,10.0,2023-02-20 11:59:01,2023-03-22 11:59:01,,Yes,Scale,179,1933.2
S000844,C003600,2,Monthly,Active,5.0,2023-09-04 03:31:19,2023-10-04 03:31:19,,Yes,Basic,59,672.6
S000845,C005815,2,Monthly,Active,0.0,2025-10-17 01:00:44,2025-11-16 01:00:44,,Yes,Basic,59,708.0
S000846,C008435,2,Monthly,Active,,2024-05-26 21:29:18,2024-06-25 21:29:18,,Yes,Basic,59,708.0
S000847,C003628,1,Monthly,Active,5.0,2023-03-23 03:30:12,2023-04-22 03:30:12,,Yes,Starter,29,330.6
S000848,C008122,1,Monthly,Active,10.0,2023-12-17 19:27:16,2024-01-16 19:27:16,,Yes,Starter,29,313.2
S000849,C004141,1,Yearly,Active,25.0,2023-08-31 14:32:24,2024-08-30 14:32:24,2023-12-09 14:32:24,Yes,Starter,29,261.0
S000850,C005212,1,Quarterly,Active,15.0,2024-08-08 00:42:31,2024-11-06 00:42:31,,Yes,Starter,29,295.8
S000851,C009647,9,Yearly,Cancelled,0.0,2025-03-27 11:32:28,2026-03-27 11:32:28,2026-10-11 11:32:28,Yes,Scale,179,2148.0
S000852,C006087,5,Monthly,Active,0.0,2018-10-01 06:35:11,2018-10-31 06:35:11,,Yes,Enterprise,499,5988.0
S000853,C004656,4,Monthly,Active,20.0,2024-01-16 09:25:19,2024-02-15 09:25:19,,Yes,Business,249,2390.4
S000854,C006841,3,Monthly,Active,15.0,2018-09-19 12:37:38,2018-10-19 12:37:38,,Yes,Professional,129,1315.8
S000855,C007024,2,Monthly,Active,10.0,2023-06-01 02:50:24,2023-07-01 02:50:24,,Yes,Basic,59,637.2
S000856,C005593,10,Monthly,Trial,10.0,2021-02-17 03:45:07,2021-03-19 03:45:07,,Yes,Corporate,349,3769.2
S000857,C001597,1,Monthly,Active,,2020-05-29 12:45:32,2020-06-28 12:45:32,,Yes,Starter,29,313.2
S000858,C006982,2,Monthly,Trial,20.0,2025-02-07 00:42:49,2025-03-09 00:42:49,,Yes,Basic,59,566.4
S000859,C001698,6,Yearly,Active,25.0,2023-01-17 12:01:03,2024-01-17 12:01:03,,Yes,Enterprise Plus,999,8991.0
S000860,C002171,8,Monthly,Active,20.0,2023-04-02 09:16:29,2023-05-02 09:16:29,,Yes,Growth,79,758.4
S000861,C006192,2,Quarterly,Cancelled,0.0,2019-01-12 17:11:52,2019-04-12 17:11:52,2019-11-12 17:11:52,Yes,Basic,59,708.0
S000862,C001687,5,Yearly,Active,0.0,2025-12-10 16:49:06,2026-12-10 16:49:06,,Yes,Enterprise,499,5988.0
S000863,C001729,1,Yearly,Active,0.0,2018-06-02 01:42:30,2019-06-02 01:42:30,,Yes,Starter,29,348.0
S000864,C006707,1,Monthly,Active,5.0,2021-05-17 04:03:49,2021-06-16 04:03:49,,Yes,Starter,29,330.6
S000865,C000613,4,Monthly,Active,5.0,2020-12-11 01:06:16,2021-01-10 01:06:16,,Yes,Business,249,2838.6
S000866,C006645,3,Quarterly,Cancelled,0.0,2019-07-08 00:57:19,2019-10-06 00:57:19,2019-08-25 00:57:19,Yes,Professional,129,1548.0
S000867,C006456,2,Yearly,Trial,0.0,2019-11-19 07:26:19,2020-11-18 07:26:19,,Yes,Basic,59,708.0
S000868,C008121,2,Monthly,Active,0.0,2021-12-05 10:51:48,2022-01-04 10:51:48,,Yes,Basic,59,708.0
S000869,C004058,8,Quarterly,Active,0.0,2020-11-23 00:10:09,2021-02-21 00:10:09,,Yes,Growth,79,948.0
S000870,C006665,3,Monthly,Cancelled,10.0,2021-03-06 20:18:30,2021-04-05 20:18:30,2023-03-24 20:18:30,No,Professional,129,1393.2
S000871,C009149,7,Yearly,Active,5.0,2024-03-13 20:37:56,2025-03-13 20:37:56,,Yes,Startup,39,444.6
S000872,C003626,1,Monthly,Active,0.0,2024-11-15 12:20:49,2024-12-15 12:20:49,,Yes,Starter,29,348.0
S000873,C003064,4,Yearly,Active,15.0,2020-10-30 11:16:06,2021-10-30 11:16:06,,Yes,Business,249,2539.8
S000874,C005121,9,Yearly,Active,0.0,2022-11-23 18:15:15,2023-11-23 18:15:15,,Yes,Scale,179,2148.0
S000875,C008884,3,Monthly,Active,5.0,2021-03-21 21:22:52,2021-04-20 21:22:52,,Yes,Professional,129,1470.6
S000876,C007290,8,Monthly,Active,0.0,2025-01-18 04:35:39,2025-02-17 04:35:39,,Yes,Growth,79,948.0
S000877,C001936,5,Yearly,Active,0.0,2018-07-17 00:34:47,2019-07-17 00:34:47,,Yes,Enterprise,499,5988.0
S000878,C002745,3,Yearly,Active,0.0,2023-12-17 12:46:34,2024-12-16 12:46:34,,Yes,Professional,129,1548.0
S000879,C004210,4,Monthly,Trial,15.0,2019-06-04 10:58:47,2020-08-27 10:58:47,,Yes,Business,249,2539.8
S000880,C001023,6,Yearly,Active,10.0,2024-01-21 18:57:53,2025-01-20 18:57:53,,Yes,Enterprise Plus,999,10789.2
S000881,C001727,5,Quarterly,Active,5.0,2019-12-03 08:51:31,2020-03-02 08:51:31,,Yes,Enterprise,499,5688.6
S000882,C007701,1,Monthly,Active,15.0,2022-06-07 14:59:51,2022-07-07 14:59:51,,Yes,Starter,29,295.8
S000883,C006711,1,Monthly,Active,10.0,2025-02-21 11:55:01,2025-03-23 11:55:01,,Yes,Starter,29,313.2
S000884,C001115,5,Monthly,Cancelled,15.0,2022-09-24 02:40:52,2022-10-24 02:40:52,2024-03-06 02:40:52,Yes,Enterprise,29,5089.8
S000885,C008840,4,Monthly,Active,0.0,2022-07-29 05:55:21,2022-08-28 05:55:21,,Yes,Business,249,2988.0
S000886,C007181,2,Monthly,Active,20.0,2021-06-19 13:18:50,2021-07-19 13:18:50,,Yes,Basic,59,566.4
S000887,C006034,4,Monthly,Trial,0.0,2023-08-18 04:01:45,2023-09-17 04:01:45,,Yes,Business,249,2988.0
S000888,C003249,3,Yearly,Active,0.0,2019-10-18 11:25:29,2020-10-17 11:25:29,,Yes,Professional,129,1548.0
S000889,C008508,2,Yearly,Active,0.0,2021-03-04 06:01:15,2022-03-04 06:01:15,,No,Basic,59,708.0
S000890,C007324,5,Quarterly,Active,5.0,2018-10-27 10:24:34,2019-01-25 10:24:34,,Yes,Enterprise,499,5688.6
S000891,C006030,1,Monthly,Active,20.0,2024-06-08 21:53:32,2024-07-08 21:53:32,,Yes,Starter,29,278.4
S000892,C009836,1,Monthly,Active,10.0,2022-04-11 21:15:04,2022-05-11 21:15:04,,Yes,Starter,29,313.2
S000893,C003962,10,Yearly,Paused,0.0,2022-11-28 09:50:19,2023-11-28 09:50:19,,Yes,Corporate,349,4188.0
S000894,C004229,1,Yearly,Active,0.0,2025-04-08 03:15:12,2026-04-08 03:15:12,,No,Starter,29,348.0
S000895,C003475,10,Monthly,Trial,15.0,2021-12-16 21:44:19,2022-01-15 21:44:19,,Yes,Corporate,349,3559.8
S000896,C003234,2,Monthly,Active,10.0,2025-12-03 07:04:58,2026-01-02 07:04:58,,Yes,Basic,59,637.2
S000897,C005455,4,Monthly,Active,0.0,2021-12-22 18:09:57,2022-01-21 18:09:57,,Yes,Business,249,2988.0
S000898,C001790,2,Monthly,Cancelled,10.0,2022-08-01 11:51:39,2022-08-31 11:51:39,2024-05-27 11:51:39,Yes,Basic,59,637.2
S000899,C002552,1,Monthly,Active,10.0,2022-12-14 01:08:20,2023-01-13 01:08:20,,Yes,Starter,29,313.2
S000900,C002891,2,Yearly,Cancelled,20.0,2024-04-29 07:11:55,2025-04-29 07:11:55,2026-02-22 07:11:55,Yes,Basic,59,566.4
S000901,C009987,2,Monthly,Active,10.0,2020-11-27 15:30:28,2020-12-27 15:30:28,,Yes,Basic,59,637.2
S000902,C002119,1,Monthly,Active,0.0,2020-10-27 13:12:41,2020-11-26 13:12:41,,Yes,Starter,29,348.0
S000903,C001214,2,Monthly,Active,20.0,2021-07-02 23:03:12,2021-08-01 23:03:12,,No,Basic,59,566.4
S000904,C004291,2,Quarterly,Active,15.0,2021-09-11 10:24:15,2021-12-10 10:24:15,,Yes,Basic,59,601.8
S000905,C006206,1,Monthly,Active,0.0,2022-08-30 07:07:52,2022-09-29 07:07:52,,Yes,Starter,29,348.0
S000906,C007503,1,Quarterly,Active,0.0,2020-04-27 10:00:01,2020-07-26 10:00:01,,Yes,Starter,29,348.0
S000907,C009063,2,Yearly,Cancelled,20.0,2022-06-14 15:33:50,2023-06-14 15:33:50,2023-12-06 15:33:50,Yes,Basic,59,566.4
S000908,C001203,4,Yearly,Active,10.0,2022-10-31 17:14:49,2023-10-31 17:14:49,,Yes,Business,249,2689.2
S000909,C007783,7,Yearly,Trial,5.0,2022-02-28 06:33:26,2023-02-28 06:33:26,,Yes,Startup,39,444.6
S000910,C002592,2,Yearly,Paused,10.0,2019-02-07 06:56:59,2020-02-07 06:56:59,,Yes,Basic,59,637.2
S000911,C001162,2,Yearly,Active,5.0,2018-02-03 00:54:37,2019-02-03 00:54:37,,Yes,Basic,59,672.6
S000912,C004839,3,Monthly,Active,0.0,2025-11-29 09:59:12,2025-12-29 09:59:12,,Yes,Professional,129,1548.0
S000913,C007692,5,Yearly,Active,10.0,2025-06-30 16:51:42,2026-06-30 16:51:42,,No,Enterprise,499,5389.2
S000914,C001880,3,Monthly,Active,0.0,2020-03-30 22:49:27,2020-04-29 22:49:27,,Yes,Professional,129,1548.0
S000915,C007066,3,Monthly,Active,0.0,2020-05-30 21:29:06,2020-06-29 21:29:06,,Yes,Professional,129,1548.0
S000916,C008982,3,Monthly,Cancelled,15.0,2018-06-18 13:45:26,2018-07-18 13:45:26,2019-02-08 13:45:26,Yes,Professional,129,1315.8
S000917,C001906,12,Quarterly,Active,0.0,2022-02-05 12:39:04,2022-05-06 12:39:04,,Yes,Legacy,199,2988.0
S000918,C005521,4,Yearly,Active,10.0,2019-01-05 11:39:02,2020-01-05 11:39:02,,Yes,Business,249,2689.2
S000919,C003550,1,Monthly,Trial,0.0,2019-10-26 03:22:51,2019-11-25 03:22:51,,No,Starter,29,348.0
S000920,C004955,3,Monthly,Active,0.0,2018-10-23 14:03:01,2018-11-22 14:03:01,,Yes,Professional,129,1548.0
S000921,C008138,2,Monthly,Active,10.0,2025-09-10 02:29:20,2025-10-10 02:29:20,,Yes,Basic,59,637.2
S000922,C006636,3,Monthly,Active,10.0,2022-10-12 06:12:34,2022-11-11 06:12:34,,Yes,Professional,129,1393.2
S000923,C003111,1,Yearly,Cancelled,5.0,2019-01-18 20:47:59,2020-01-18 20:47:59,2019-09-02 20:47:59,No,Starter,29,330.6
S000924,C006271,2,Monthly,Trial,0.0,2022-06-22 21:17:02,2022-07-22 21:17:02,,No,Basic,59,708.0
S000925,C007132,3,Monthly,Active,15.0,2022-09-09 05:52:02,2022-10-09 05:52:02,,Yes,Professional,129,1315.8
S000926,C009696,2,Monthly,Active,0.0,2021-11-07 17:25:00,2021-12-07 17:25:00,,No,Basic,59,708.0
S000927,C004284,3,Monthly,Active,15.0,2019-10-21 13:06:07,2019-11-20 13:06:07,,Yes,Professional,129,1315.8
S000928,C002544,5,Quarterly,Active,10.0,2025-05-06 12:48:47,2025-08-04 12:48:47,,Yes,Enterprise,499,5389.2
S000929,C004351,8,Monthly,Active,30.0,2021-12-28 08:56:36,2022-01-27 08:56:36,,No,Growth,79,663.6
S000930,C005205,1,Quarterly,Active,0.0,2020-06-24 04:54:10,2020-09-22 04:54:10,,Yes,Starter,29,348.0
S000931,C002355,4,Monthly,Active,15.0,2024-07-03 18:52:50,2024-08-02 18:52:50,,No,Business,249,2539.8
S000932,C003279,2,Monthly,Active,0.0,2020-04-27 15:36:06,2020-05-27 15:36:06,,Yes,Basic,59,708.0
S000933,C001594,8,Monthly,Cancelled,15.0,2019-08-16 11:16:16,2019-09-15 11:16:16,2021-06-13 11:16:16,Yes,Growth,79,805.8
S000934,C000467,4,Monthly,Active,20.0,2021-07-12 23:04:51,2021-08-11 23:04:51,,Yes,Business,249,2390.4
S000935,C002976,7,Monthly,Cancelled,0.0,2021-05-03 19:45:32,2021-06-02 19:45:32,2023-01-06 19:45:32,No,Startup,39,468.0
S000936,C005685,2,Monthly,Active,0.0,2019-07-30 07:49:05,2019-08-29 07:49:05,,Yes,Basic,59,708.0
S000937,C004043,6,Monthly,Active,0.0,2025-08-28 17:29:31,2025-09-27 17:29:31,,Yes,Enterprise Plus,999,11988.0
S000938,C000568,5,Monthly,Active,0.0,2020-02-12 07:44:49,2020-03-13 07:44:49,,No,Enterprise,499,5988.0
S000939,C001403,2,Yearly,Active,0.0,2023-10-12 05:36:45,2024-10-11 05:36:45,,Yes,Basic,59,708.0
S000940,C006226,7,Monthly,Active,5.0,2020-11-22 07:17:24,2020-12-22 07:17:24,,Yes,Startup,39,444.6
S000941,C005993,4,Monthly,Cancelled,0.0,2018-03-20 23:32:14,2018-04-19 23:32:14,2019-03-18 23:32:14,Yes,Business,249,2988.0
S000942,C004576,10,Monthly,Active,0.0,2025-09-15 04:48:33,2025-10-15 04:48:33,,Yes,Corporate,349,4188.0
S000943,C004897,4,Monthly,Active,10.0,2025-04-24 15:20:03,2025-05-24 15:20:03,,Yes,Business,249,2689.2
S000944,C007851,7,Monthly,Trial,0.0,2018-05-19 08:13:22,2018-06-18 08:13:22,,Yes,Startup,39,468.0
S000945,C002097,7,Monthly,Active,0.0,2023-09-14 01:38:20,2023-10-14 01:38:20,,Yes,Startup,39,468.0
S000946,C003777,2,Monthly,Active,20.0,2023-10-14 01:07:28,2023-11-13 01:07:28,,Yes,Basic,59,566.4
S000947,C003435,2,Monthly,Trial,0.0,2023-12-25 14:41:00,2024-01-24 14:41:00,,Yes,Basic,59,708.0
S000948,C002968,2,Monthly,Active,0.0,2020-05-24 06:45:15,2020-06-23 06:45:15,,Yes,Basic,59,708.0
S000949,C003572,5,Monthly,Active,0.0,2018-05-16 23:58:39,2018-06-15 23:58:39,,No,Enterprise,499,5988.0
S000950,C005081,2,Monthly,Active,0.0,2023-04-12 05:51:15,2023-05-12 05:51:15,,Yes,Basic,59,708.0
S000951,C007070,1,Monthly,Active,0.0,2024-06-15 19:48:41,2024-07-15 19:48:41,,Yes,Starter,29,348.0
S000952,C007067,4,Monthly,Active,15.0,2018-03-24 00:32:40,2018-04-23 00:32:40,,No,Business,249,2539.8
S000953,C002666,3,Monthly,Active,0.0,2022-01-28 13:16:25,2022-02-27 13:16:25,,Yes,Professional,129,1548.0
S000954,C006311,1,Monthly,Active,5.0,2020-11-20 17:11:36,2020-12-20 17:11:36,,Yes,Starter,29,330.6
S000955,C001445,2,Quarterly,Active,15.0,2024-03-22 00:45:29,2024-06-20 00:45:29,,Yes,Basic,59,601.8
S000956,C004033,2,Monthly,Active,0.0,2023-09-26 21:59:52,2023-10-26 21:59:52,,No,Basic,59,708.0
S000957,C007894,4,Yearly,Active,10.0,2020-11-08 10:41:01,2021-11-08 10:41:01,,Yes,Business,249,2689.2
S000958,C004645,1,Monthly,Active,0.0,2021-08-20 04:07:09,2021-09-19 04:07:09,,Yes,Starter,29,348.0
S000959,C009295,5,Yearly,Active,20.0,2024-08-01 01:18:54,2025-08-01 01:18:54,,Yes,Enterprise,499,4790.4
S000960,C001078,1,Monthly,Active,0.0,2023-08-06 05:51:20,2023-09-05 05:51:20,,Yes,Starter,29,348.0
S000961,C009228,1,Monthly,Trial,10.0,2021-08-08 08:04:57,2021-09-07 08:04:57,,Yes,Starter,29,313.2
S000962,C003378,2,Monthly,Trial,0.0,2025-05-17 08:14:55,2025-06-16 08:14:55,,Yes,Basic,59,708.0
S000963,C007005,2,Monthly,Active,20.0,2020-10-21 04:12:55,2020-11-20 04:12:55,,No,Basic,59,566.4
S000964,C001743,3,Monthly,Active,5.0,2018-10-29 20:20:03,2018-11-28 20:20:03,,No,Professional,129,1470.6
S000965,C000743,8,Quarterly,Active,0.0,2024-07-03 16:22:15,2024-10-01 16:22:15,,Yes,Growth,79,948.0
S000966,C009998,2,Monthly,Cancelled,0.0,2018-08-18 14:12:27,2018-09-17 14:12:27,2020-04-01 14:12:27,Yes,Basic,59,708.0
S000967,C006562,8,Monthly,Active,30.0,2025-03-01 12:08:55,2025-03-31 12:08:55,,Yes,Growth,79,663.6
S000968,C003613,1,Yearly,Active,10.0,2024-06-03 10:39:12,2025-06-03 10:39:12,,Yes,Starter,29,313.2
S000969,C006293,1,Monthly,Active,15.0,2020-06-18 00:48:02,2020-07-18 00:48:02,,Yes,Starter,29,295.8
S000970,C007326,8,Monthly,Cancelled,5.0,2022-05-25 12:11:00,2022-06-24 12:11:00,2023-11-02 12:11:00,Yes,Growth,79,900.6
S000971,C006166,2,Monthly,Active,0.0,2025-09-10 07:17:29,2025-10-10 07:17:29,,Yes,Basic,59,708.0
S000972,C009417,2,Quarterly,Active,10.0,2023-12-12 23:45:27,2024-03-11 23:45:27,,Yes,Basic,59,637.2
S000973,C000296,1,Monthly,Active,10.0,2024-09-14 12:23:51,2024-10-14 12:23:51,,Yes,Starter,29,313.2
S000974,C005169,7,Monthly,Active,15.0,2022-07-03 15:52:40,2022-08-02 15:52:40,,Yes,Startup,39,397.8
S000975,C004591,4,Monthly,Active,0.0,2023-02-14 03:24:20,2023-03-16 03:24:20,,Yes,Business,249,2988.0
S000976,C003778,1,Yearly,Active,20.0,2019-08-19 04:13:56,2020-08-18 04:13:56,,Yes,Starter,29,278.4
S000977,C002937,8,Monthly,Active,0.0,2025-11-16 00:46:59,2025-12-16 00:46:59,,Yes,Growth,79,948.0
S000978,C000800,3,Yearly,Paused,20.0,2024-12-27 14:31:30,2025-12-27 14:31:30,,Yes,Professional,129,1238.4
S000979,C003437,1,Monthly,Active,0.0,2020-03-18 08:25:37,2020-04-17 08:25:37,,Yes,Starter,29,348.0
S000980,C009417,4,Monthly,Active,0.0,2023-01-19 14:02:58,2023-02-18 14:02:58,2023-04-29 14:02:58,No,Business,249,2988.0
S000981,C007106,1,Yearly,Active,0.0,2023-01-09 21:06:47,2024-01-09 21:06:47,,Yes,Starter,29,348.0
S000982,C003046,3,Yearly,Active,20.0,2022-05-06 15:55:10,2023-05-06 15:55:10,,Yes,Professional,129,1238.4
S000983,C001531,9,Monthly,Trial,0.0,2019-02-25 04:40:53,2019-03-27 04:40:53,,Yes,Scale,179,2148.0
S000984,C008144,1,Monthly,Active,0.0,2021-03-29 19:06:20,2021-04-28 19:06:20,,Yes,Starter,29,348.0
S000985,C002259,2,Monthly,Active,0.0,2022-11-21 02:23:53,2022-12-21 02:23:53,,Yes,Basic,59,708.0
S000986,C000433,5,Monthly,Active,15.0,2025-01-27 04:38:57,2025-02-26 04:38:57,,Yes,Enterprise,499,5089.8
S000987,C007232,1,Monthly,Active,25.0,2018-10-25 23:31:59,2018-11-24 23:31:59,,Yes,Starter,29,261.0
S000988,C001052,7,Yearly,Trial,0.0,2021-12-13 19:02:34,2022-12-13 19:02:34,,Yes,Startup,39,468.0
S000989,C009312,5,Quarterly,Paused,10.0,2018-09-25 13:43:01,2018-12-24 13:43:01,,No,Enterprise,499,5389.2
S000990,C006237,3,Monthly,Active,0.0,2023-08-11 03:36:36,2023-09-10 03:36:36,,Yes,Professional,129,1548.0
S000991,C004084,1,Monthly,Cancelled,0.0,2024-07-26 01:24:09,2024-08-25 01:24:09,2026-09-01 01:24:09,Yes,Starter,29,348.0
S000992,C004698,3,Monthly,Active,10.0,2021-04-12 15:04:41,2021-05-12 15:04:41,,Yes,Professional,129,1393.2
S000993,C007984,3,Monthly,Active,0.0,2025-02-23 00:58:15,2025-03-25 00:58:15,,Yes,Professional,129,1548.0
S000994,C008515,8,Monthly,Active,0.0,2022-02-12 15:06:07,2022-03-14 15:06:07,,Yes,Growth,79,948.0
S000995,C008420,2,Monthly,Active,0.0,2019-09-02 18:40:20,2019-10-02 18:40:20,,Yes,Basic,59,708.0
S000996,C002503,5,Monthly,Active,0.0,2025-04-22 12:05:02,2025-05-22 12:05:02,,No,Enterprise,499,5988.0
S000997,C007735,8,Quarterly,Active,0.0,2024-10-30 01:02:07,2025-01-28 01:02:07,,No,Growth,79,948.0
S000998,C001537,3,Monthly,Cancelled,10.0,2020-05-28 03:31:57,2020-06-27 03:31:57,2020-08-25 03:31:57,Yes,Professional,129,1393.2
S000999,C003671,1,Monthly,Cancelled,25.0,2018-10-06 06:44:03,2018-11-05 06:44:03,2019-10-19 06:44:03,Yes,Starter,29,261.0
S001000,C004834,2,Monthly,Cancelled,15.0,2021-03-27 15:21:11,2021-04-26 15:21:11,2021-09-18 15:21:11,Yes,Basic,59,601.8
S001001,C005283,2,Yearly,Active,20.0,2022-10-05 21:37:31,2023-10-05 21:37:31,,Yes,Basic,59,566.4
S001002,C001043,1,Monthly,Active,0.0,2021-06-01 10:42:15,2021-07-01 10:42:15,,Yes,Starter,29,348.0
S001003,C003303,4,Monthly,Active,20.0,2020-08-28 12:20:30,2020-09-27 12:20:30,,No,Business,249,2390.4
S001004,C006510,4,Monthly,Paused,15.0,2023-09-09 12:14:31,2023-10-09 12:14:31,,Yes,Business,249,2539.8
S001005,C004407,4,Quarterly,Active,0.0,2018-06-11 16:12:29,2018-09-09 16:12:29,,Yes,Business,249,2988.0
S001006,C007682,1,Yearly,Paused,10.0,2024-05-08 19:53:11,2025-05-08 19:53:11,,Yes,Starter,29,313.2
S001007,C008567,3,Monthly,Active,5.0,2018-07-23 17:28:51,2018-08-22 17:28:51,,No,Professional,129,1470.6
S001008,C006363,6,Yearly,Active,0.0,2021-11-06 18:47:29,2022-11-06 18:47:29,,Yes,Enterprise Plus,999,11988.0
S001009,C006356,1,Monthly,Active,5.0,2024-02-08 15:28:55,2024-03-09 15:28:55,,Yes,Starter,29,330.6
S001010,C007666,2,Monthly,Active,0.0,2019-09-09 21:48:30,2019-10-09 21:48:30,,No,Basic,59,708.0
S001011,C003410,2,Yearly,Active,0.0,2021-03-04 21:40:44,2022-03-04 21:40:44,,Yes,Basic,59,708.0
S001012,C004998,4,Monthly,Active,0.0,2018-11-07 09:10:57,2018-12-07 09:10:57,,Yes,Business,249,2988.0
S001013,C001173,5,Monthly,Active,0.0,2022-09-05 23:11:04,2022-10-05 23:11:04,,Yes,Enterprise,499,5988.0
S001014,C001045,3,Monthly,Active,0.0,2022-03-03 18:07:43,2022-04-02 18:07:43,,Yes,Professional,129,1548.0
S001015,C002943,2,Quarterly,Active,0.0,2024-07-03 14:45:17,2024-10-01 14:45:17,,Yes,Basic,59,708.0
S001016,C006885,4,Quarterly,Active,0.0,2018-09-30 07:07:27,2018-12-29 07:07:27,,No,Business,249,2988.0
S001017,C006664,8,Quarterly,Active,10.0,2020-07-08 11:49:53,2020-10-06 11:49:53,,Yes,Growth,79,853.2
S001018,C003589,5,Yearly,Trial,5.0,2020-04-19 18:26:00,2021-04-19 18:26:00,,Yes,Enterprise,499,5688.6
S001019,C007331,7,Monthly,Active,0.0,2023-07-04 08:44:10,2023-08-03 08:44:10,,Yes,Startup,39,468.0
S001020,C006343,3,Monthly,Cancelled,0.0,2021-09-06 09:22:07,2021-10-06 09:22:07,2021-11-03 09:22:07,Yes,Professional,129,1548.0
S001021,C006521,6,Monthly,Active,0.0,2019-10-18 02:26:56,2019-11-17 02:26:56,,Yes,Enterprise Plus,999,11988.0
S001022,C008840,10,Quarterly,Active,10.0,2025-05-02 02:32:58,2025-07-31 02:32:58,,Yes,Corporate,349,3769.2
S001023,C004747,7,Monthly,Active,0.0,2018-02-19 05:05:22,2018-03-21 05:05:22,,No,Startup,39,468.0
