RefundID,PaymentID,InvoiceID,CustomerID,RefundDate,RefundAmount,Reason,Status
R0001437,P0397645,I0442328,C009212,2024-05-19 13:31:59,32.06,Billing Error,Processed
R0001438,P0006998,I0007806,C007931,2025-11-18 12:28:10,411.82,Customer Request,Processed
R0001439,P0030187,I0033616,C002627,2023-11-27 11:49:53,110.97,Service Outage,Processed
R0001440,P0073527,I0081916,C006543,2023-03-13 12:52:09,126.1,Customer Request,Processed
R0001441,P0304971,I0339336,C007242,2022-04-28 04:07:00,29.06,Subscription Cancellation,Processed
R0001442,P0120075,I0133717,C000436,2024-05-17 00:39:38,29.75,Duplicate Payment,Processed
R0001443,P0170356,I0189715,C006350,2025-07-08 10:52:25,67.85,Billing Error,Processed
R0001444,P0084327,I0093834,C003910,2025-08-01 08:54:03,125.39,Customer Request,Processed
R0001445,P0144402,I0160874,C000956,2025-05-18 23:16:08,559.38,Billing Error,Processed
R0001446,P0050070,I0055744,C001320,2025-06-29 10:25:22,64.9,Duplicate Payment,Processed
R0001447,P0345134,I0383896,C004018,2019-12-07 22:19:33,12.11,Service Outage,Processed
R0001448,P0114589,I0127675,C004468,2019-10-18 06:42:20,2.95,Billing Error,Processed
R0001449,P0107851,I0120093,C004960,2023-11-19 23:19:37,286.35,Subscription Cancellation,Processed
R0001450,P0207866,I0231439,C001055,2021-05-12 06:52:53,273.9,Customer Request,Processed
R0001451,P0215882,I0240296,C004951,2021-01-19 11:20:04,11.07,Fraud,Processed
R0001452,P0303989,I0338243,C002401,2023-08-07 05:27:58,169.59,Duplicate Payment,Processed
R0001453,P0302436,I0336511,C000723,2023-09-16 11:30:47,113.52,Fraud,Processed
R0001454,P0059729,I0066453,C002722,2022-06-22 13:37:04,104.69,Service Outage,Processed
R0001455,P0180728,I0201247,C006694,2023-05-16 19:39:06,72.58,Service Outage,Processed
R0001456,P0151961,I0169241,C005756,2025-08-23 13:55:55,268.92,Duplicate Payment,Processed
R0001457,P0079937,I0088969,C006593,2024-01-07 02:23:40,144.61,Customer Request,Processed
R0001458,P0216024,I0240447,C001734,2025-04-20 06:32:39,134.81,Customer Request,Processed
R0001459,P0334995,I0372613,C006908,2024-06-29 02:45:08,61.06,Subscription Cancellation,Processed
R0001460,P0272796,I0303666,C007828,2021-08-04 10:15:21,37.83,Fraud,Processed
R0001461,P0035003,I0038952,C002426,2023-02-24 05:25:51,42.52,Service Outage,Processed
R0001462,P0368263,I0409625,C009888,2025-07-25 19:24:49,43.96,Service Outage,Processed
R0001463,P0077851,I0086657,C006536,2026-01-02 13:41:31,70.32,Fraud,Processed
R0001464,P0233217,I0259677,C000001,2025-06-03 07:39:29,332.12,Service Outage,Processed
R0001465,P0224335,I0249696,C004683,2022-10-02 02:48:06,8.78,Fraud,Processed
R0001466,P0131118,I0146001,C004394,2025-09-09 01:47:21,17.9,Billing Error,Processed
R0001467,P0102328,I0113977,C002768,2022-01-10 16:15:33,42.61,Fraud,Processed
R0001468,P0077434,I0086198,C006813,2018-06-29 01:43:58,297.04,Customer Request,Processed
R0001469,P0253405,I0282135,C007430,2022-02-17 08:52:41,31.9,Fraud,Processed
R0001470,P0360876,I0401398,C009393,2023-05-13 18:26:29,64.9,Customer Request,Processed
R0001471,P0193111,I0214940,C000313,2023-04-03 04:25:28,28.93,Customer Request,Processed
R0001472,P0051397,I0057193,C005734,2024-11-27 09:37:43,44.35,Fraud,Processed
R0001473,P0131114,I0145997,C004394,2024-09-08 01:47:21,8.84,Duplicate Payment,Processed
R0001474,P0070690,I0078744,C002491,2023-08-24 18:05:13,21.16,Billing Error,Processed
R0001475,P0227750,I0253502,C008930,2023-02-08 18:29:26,34.74,Subscription Cancellation,Processed
R0001476,P0059739,I0066465,C002722,2023-06-26 13:37:04,100.17,Service Outage,Processed
R0001477,P0106758,I0118894,C005984,2025-04-17 19:26:23,57.46,Fraud,Processed
R0001478,P0403974,I0449395,C003522,2020-12-05 21:50:48,232.81,Service Outage,Processed
R0001479,P0077596,I0086380,C006883,2021-05-20 13:05:08,31.9,Customer Request,Processed
R0001480,P0132208,I0147211,C009955,2019-08-08 17:19:48,54.16,Billing Error,Processed
R0001481,P0338101,I0376051,C007984,2024-08-11 05:24:56,23.02,Service Outage,Processed
R0001482,P0174255,I0194037,C000295,2025-10-29 20:53:54,141.9,Duplicate Payment,Processed
R0001483,P0138266,I0154090,C002354,2024-02-13 01:45:04,185.23,Duplicate Payment,Processed
R0001484,P0112415,I0125235,C009329,2022-05-07 07:23:19,25.03,Service Outage,Processed
R0001485,P0257485,I0286672,C003841,2022-12-26 22:00:11,133.29,Customer Request,Processed
R0001486,P0012570,I0014011,C008917,2023-10-11 11:49:07,128.68,Duplicate Payment,Processed
R0001487,P0252562,I0281178,C003267,2024-10-21 19:47:19,460.56,Duplicate Payment,Processed
R0001488,P0436830,I0485827,C004331,2023-12-29 22:40:06,140.93,Subscription Cancellation,Processed
R0001489,P0106058,I0118115,C007987,2023-06-14 10:48:04,139.32,Fraud,Processed
R0001490,P0372272,I0414084,C005137,2024-10-14 21:34:21,18.78,Subscription Cancellation,Processed
R0001491,P0088116,I0098050,C001245,2025-05-24 09:20:46,27.4,Billing Error,Processed
R0001492,P0383848,I0426945,C007610,2022-08-10 13:20:07,32.17,Customer Request,Processed
R0001493,P0297279,I0330785,C005061,2022-10-23 11:55:22,64.9,Duplicate Payment,Processed
R0001494,P0137733,I0153467,C007147,2022-10-17 10:54:24,64.9,Duplicate Payment,Processed
R0001495,P0152847,I0170226,C000348,2024-01-16 15:06:06,51.4,Fraud,Processed
R0001496,P0154950,I0172572,C000238,2025-10-10 18:26:49,286.35,Billing Error,Processed
R0001497,P0300114,I0333947,C009041,2021-06-04 06:18:31,61.06,Service Outage,Processed
R0001498,P0396183,I0440729,C003060,2024-01-12 04:06:43,64.9,Subscription Cancellation,Processed
R0001499,P0125732,I0139988,C001176,2021-08-16 20:14:08,24.47,Service Outage,Processed
R0001500,P0144609,I0161105,C007789,2024-09-24 12:31:54,39.67,Subscription Cancellation,Processed
R0001501,P0152882,I0170261,C005067,2020-07-05 07:56:53,179.0,Subscription Cancellation,Processed
R0001502,P0381368,I0424198,C005064,2026-01-02 02:25:00,64.9,Service Outage,Processed
R0001503,P0160982,I0179251,C009102,2024-01-19 03:01:04,538.92,Customer Request,Processed
R0001504,P0323682,I0360054,C009920,2021-06-02 09:20:47,130.38,Customer Request,Processed
R0001505,P0103229,I0114971,C001302,2021-09-21 11:43:50,31.9,Billing Error,Processed
R0001506,P0352905,I0392541,C005832,2019-07-11 22:24:54,376.92,Fraud,Processed
R0001507,P0246101,I0274007,C006948,2023-07-16 12:48:35,272.03,Service Outage,Processed
R0001508,P0170144,I0189466,C008843,2021-01-12 23:09:07,431.14,Service Outage,Processed
R0001509,P0251693,I0280221,C009560,2024-02-17 21:36:39,33.35,Billing Error,Processed
R0001510,P0307673,I0342366,C008103,2025-01-11 06:13:28,69.62,Fraud,Processed
R0001511,P0032275,I0035927,C005440,2024-05-26 03:48:48,293.82,Fraud,Processed
R0001512,P0282630,I0314596,C007396,2023-07-05 01:57:14,61.06,Subscription Cancellation,Processed
R0001513,P0090394,I0100594,C003561,2018-10-28 06:51:56,121.9,Billing Error,Processed
R0001514,P0186141,I0207283,C009028,2025-06-30 06:30:20,656.94,Customer Request,Processed
R0001515,P0022568,I0025131,C002038,2024-08-31 23:22:02,15.6,Service Outage,Processed
R0001516,P0263340,I0293220,C004501,2022-02-09 04:12:08,63.72,Service Outage,Processed
R0001517,P0170427,I0189795,C000279,2024-09-07 00:24:53,48.35,Customer Request,Processed
R0001518,P0269847,I0300382,C000769,2025-12-27 04:33:32,132.35,Billing Error,Processed
R0001519,P0236760,I0263614,C000962,2022-10-22 21:25:17,11.36,Subscription Cancellation,Processed
R0001520,P0012279,I0013693,C008226,2025-09-28 04:21:55,20.72,Customer Request,Processed
R0001521,P0275178,I0306321,C003720,2022-11-01 14:05:12,30.8,Billing Error,Processed
R0001522,P0435531,I0484415,C008449,2023-11-01 21:03:17,46.48,Fraud,Processed
R0001523,P0055992,I0062268,C003175,2022-12-27 04:01:16,141.9,Fraud,Processed
R0001524,P0174833,I0194697,C004371,2024-06-30 20:57:39,30.85,Billing Error,Processed
R0001525,P0067472,I0075150,C004949,2022-10-26 10:25:06,133.52,Fraud,Processed
R0001526,P0213465,I0237603,C008704,2021-10-22 21:48:36,293.82,Duplicate Payment,Processed
R0001527,P0150847,I0168024,C009239,2019-08-21 08:34:45,24.99,Billing Error,Processed
R0001528,P0114568,I0127652,C006439,2025-05-14 16:26:37,141.9,Fraud,Processed
R0001529,P0240270,I0267508,C009279,2024-12-04 12:21:50,12.69,Duplicate Payment,Processed
R0001530,P0212962,I0237050,C000726,2024-03-18 19:07:53,46.02,Service Outage,Processed
R0001531,P0313319,I0348625,C004268,2020-10-04 03:39:42,22.73,Duplicate Payment,Processed
R0001532,P0059067,I0065728,C003862,2024-08-27 01:19:41,183.02,Fraud,Processed
R0001533,P0192278,I0214028,C004958,2021-10-27 23:05:44,15.27,Duplicate Payment,Processed
R0001534,P0002255,I0002514,C006321,2025-12-23 14:39:13,140.93,Duplicate Payment,Processed
R0001535,P0232615,I0258994,C005367,2025-11-17 07:09:05,989.01,Duplicate Payment,Processed
R0001536,P0104929,I0116876,C004816,2025-04-29 01:06:34,64.9,Service Outage,Processed
R0001537,P0402627,I0447884,C005718,2020-08-07 07:41:54,139.32,Duplicate Payment,Processed
R0001538,P0254980,I0283888,C009765,2023-02-28 19:04:08,12.64,Subscription Cancellation,Processed
R0001539,P0030650,I0034147,C001797,2021-05-14 02:10:09,19.77,Customer Request,Processed
R0001540,P0146988,I0163745,C008543,2024-07-30 04:16:47,67.07,Subscription Cancellation,Processed
R0001541,P0426156,I0473978,C002363,2021-02-24 12:35:40,487.77,Customer Request,Processed
R0001542,P0346076,I0384932,C006409,2021-09-16 21:48:26,141.9,Service Outage,Processed
R0001543,P0334502,I0372070,C003882,2024-07-30 09:16:13,103.18,Fraud,Processed
R0001544,P0045065,I0050144,C006351,2025-02-12 22:50:17,56.81,Subscription Cancellation,Processed
R0001545,P0077265,I0086012,C005991,2022-08-21 16:34:17,61.06,Service Outage,Processed
R0001546,P0269192,I0299652,C002428,2022-06-19 09:16:34,90.85,Billing Error,Processed
R0001547,P0000853,I0000972,C006512,2024-05-09 17:30:26,31.45,Billing Error,Processed
R0001548,P0357686,I0397887,C001031,2024-10-09 06:53:09,44.85,Duplicate Payment,Processed
R0001549,P0038184,I0042485,C004341,2025-12-19 21:52:39,96.79,Subscription Cancellation,Processed
R0001550,P0114961,I0128093,C001257,2026-01-16 08:48:58,33.35,Duplicate Payment,Processed
R0001551,P0029362,I0032695,C003303,2025-08-12 12:20:30,155.08,Service Outage,Processed
R0001552,P0392154,I0436240,C005541,2023-05-25 14:39:55,135.45,Fraud,Processed
R0001553,P0227032,I0252720,C000175,2022-07-10 00:37:14,12.98,Billing Error,Processed
R0001554,P0206819,I0230259,C009761,2023-02-09 07:44:07,20.81,Service Outage,Processed
R0001555,P0176084,I0196133,C001220,2023-03-23 10:25:47,319.14,Customer Request,Processed
R0001556,P0172393,I0191972,C007439,2025-05-31 20:09:52,86.32,Customer Request,Processed
R0001557,P0026360,I0029340,C009987,2022-04-22 15:30:28,62.66,Fraud,Processed
R0001558,P0325016,I0361543,C008392,2021-01-17 20:23:01,30.56,Billing Error,Processed
R0001559,P0137452,I0153149,C000406,2020-06-30 13:50:44,20.21,Service Outage,Processed
R0001560,P0191324,I0212942,C005104,2023-03-25 14:20:37,64.9,Duplicate Payment,Processed
R0001561,P0383561,I0426631,C007976,2025-08-05 05:58:04,33.35,Fraud,Processed
R0001562,P0386711,I0430144,C004917,2025-07-29 14:09:18,28.71,Customer Request,Processed
R0001563,P0306721,I0341284,C001405,2024-06-14 12:16:14,51.44,Duplicate Payment,Processed
R0001564,P0012500,I0013936,C001653,2023-07-22 16:38:06,196.9,Fraud,Processed
R0001565,P0126077,I0140368,C000332,2024-06-18 21:12:44,73.9,Customer Request,Processed
R0001566,P0000509,I0000589,C000473,2021-11-29 07:45:56,209.16,Billing Error,Processed
R0001567,P0351908,I0391428,C008335,2023-04-15 03:52:32,86.9,Customer Request,Processed
R0001568,P0398582,I0443346,C005509,2018-11-17 16:25:42,249.0,Customer Request,Processed
R0001569,P0353889,I0393654,C004545,2022-04-17 18:30:37,242.03,Subscription Cancellation,Processed
R0001570,P0371822,I0413597,C009697,2018-07-06 08:53:01,60.53,Billing Error,Processed
R0001571,P0271174,I0301869,C006508,2023-10-31 04:34:03,118.42,Duplicate Payment,Processed
R0001572,P0195264,I0217370,C005750,2021-11-24 01:42:21,23.11,Service Outage,Processed
R0001573,P0426952,I0474876,C006631,2024-10-02 18:21:26,141.9,Billing Error,Processed
R0001574,P0305472,I0339883,C007288,2022-12-21 21:41:23,14.74,Duplicate Payment,Processed
R0001575,P0048283,I0053781,C005115,2024-04-14 02:45:14,27.38,Duplicate Payment,Processed
R0001576,P0349937,I0389248,C003224,2025-08-11 04:28:25,28.58,Subscription Cancellation,Processed
R0001577,P0370685,I0412313,C001314,2023-11-22 14:44:11,127.71,Fraud,Processed
R0001578,P0129742,I0144462,C003648,2025-04-06 20:55:04,63.72,Billing Error,Processed
R0001579,P0398711,I0443498,C000776,2022-11-29 07:30:47,118.68,Subscription Cancellation,Processed
R0001580,P0293647,I0326781,C003547,2026-01-23 21:45:50,107.82,Customer Request,Processed
R0001581,P0238490,I0265534,C003608,2023-08-26 18:14:34,90.85,Service Outage,Processed
R0001582,P0028605,I0031873,C004591,2024-12-14 03:24:20,45.64,Duplicate Payment,Processed
R0001583,P0138986,I0154891,C005191,2023-05-06 23:07:35,216.33,Customer Request,Processed
R0001584,P0198381,I0220778,C001521,2022-05-27 14:34:26,52.75,Customer Request,Processed
R0001585,P0077939,I0086764,C006042,2025-05-29 23:47:03,50.15,Subscription Cancellation,Processed
R0001586,P0347700,I0386718,C001854,2024-03-23 05:23:05,6.91,Billing Error,Processed
R0001587,P0065489,I0072948,C006876,2023-03-22 04:41:24,148.35,Duplicate Payment,Processed
R0001588,P0131381,I0146283,C007350,2023-10-04 12:23:22,548.9,Service Outage,Processed
R0001589,P0352224,I0391769,C003458,2025-05-10 21:54:28,120.61,Service Outage,Processed
R0001590,P0210760,I0234630,C006558,2025-12-04 08:56:02,63.72,Subscription Cancellation,Processed
R0001591,P0206678,I0230107,C000464,2023-07-11 07:08:00,124.89,Fraud,Processed
R0001592,P0320464,I0356539,C008034,2019-07-19 12:39:54,102.5,Duplicate Payment,Processed
R0001593,P0438147,I0487318,C008146,2020-07-31 22:25:44,25.93,Subscription Cancellation,Processed
R0001594,P0105141,I0117107,C009082,2022-10-07 06:57:40,97.79,Billing Error,Processed
R0001595,P0193067,I0214894,C008873,2019-07-29 15:40:21,133.52,Subscription Cancellation,Processed
R0001596,P0313495,I0348811,C009881,2024-03-18 02:48:30,209.86,Fraud,Processed
R0001597,P0274469,I0305537,C004178,2022-04-25 01:33:24,160.31,Billing Error,Processed
R0001598,P0040423,I0044985,C004292,2025-03-12 05:04:36,67.85,Fraud,Processed
R0001599,P0403827,I0449234,C008771,2024-02-07 16:44:15,152.22,Subscription Cancellation,Processed
R0001600,P0346599,I0385511,C009775,2024-03-07 23:45:22,86.31,Duplicate Payment,Processed
R0001601,P0350223,I0389566,C002179,2024-04-12 11:54:58,5.64,Service Outage,Processed
R0001602,P0264318,I0294303,C005325,2021-03-10 16:04:23,63.72,Subscription Cancellation,Processed
R0001603,P0041083,I0045710,C005381,2019-06-15 12:15:20,141.9,Fraud,Processed
R0001604,P0251439,I0279940,C004561,2023-11-22 23:26:07,147.23,Subscription Cancellation,Processed
R0001605,P0175915,I0195932,C008808,2022-03-12 10:24:56,132.35,Billing Error,Processed
R0001606,P0435396,I0484265,C005500,2024-08-31 22:51:35,34.22,Subscription Cancellation,Processed
R0001607,P0231775,I0258067,C004372,2023-05-12 07:15:55,90.85,Billing Error,Processed
R0001608,P0182451,I0203189,C004594,2024-05-06 07:15:23,437.08,Billing Error,Processed
R0001609,P0186393,I0207552,C005952,2025-09-30 21:54:14,264.44,Fraud,Processed
R0001610,P0318433,I0354288,C002142,2023-04-22 18:30:22,242.03,Customer Request,Processed
R0001611,P0330211,I0367341,C007670,2025-05-17 18:40:03,286.35,Subscription Cancellation,Processed
R0001612,P0345933,I0384773,C003067,2025-04-08 04:00:30,32.51,Customer Request,Processed
R0001613,P0134035,I0149305,C003439,2024-12-27 11:52:04,59.16,Service Outage,Processed
R0001614,P0141170,I0157311,C006712,2023-11-25 19:35:34,64.9,Fraud,Processed
R0001615,P0347555,I0386555,C006131,2021-08-14 20:51:51,139.32,Duplicate Payment,Processed
R0001616,P0250903,I0279323,C003028,2019-03-28 05:15:50,61.65,Fraud,Processed
R0001617,P0058645,I0065249,C001004,2025-04-21 02:02:40,20.58,Fraud,Processed
R0001618,P0054392,I0060491,C006577,2024-09-25 09:19:58,-114.77,Fraud,Processed
R0001619,P0348503,I0387624,C008141,2024-02-07 07:13:38,19.32,Duplicate Payment,Processed
R0001620,P0009963,I0011117,C008912,2023-05-30 03:37:33,148.35,Subscription Cancellation,Processed
R0001621,P0276168,I0307422,C009021,2022-03-15 15:56:32,182.31,Fraud,Processed
R0001622,P0250454,I0278812,C005585,2023-05-03 22:20:49,197.05,Customer Request,Processed
R0001623,P0135135,I0150533,C007550,2024-10-19 05:21:19,229.22,Fraud,Processed
R0001624,P0294722,I0327980,C003411,2025-09-25 21:08:30,13.27,Service Outage,Processed
R0001625,P0436988,I0486003,C004309,2023-02-06 03:08:53,30.02,Duplicate Payment,Processed
R0001626,P0088901,I0098923,C001857,2026-01-16 21:16:31,44.85,Billing Error,Processed
R0001627,P0327034,I0363766,C007253,2022-09-25 17:19:55,24.79,Duplicate Payment,Processed
R0001628,P0168687,I0187846,C008943,2021-01-20 20:57:23,38.12,Billing Error,Processed
R0001629,P0161237,I0179523,C002795,2023-03-11 01:14:02,13.47,Billing Error,Processed
R0001630,P0416889,I0463696,C005392,2021-06-12 19:24:00,60.53,Customer Request,Processed
R0001631,P0113068,I0125960,C006432,2021-12-23 09:51:16,43.09,Fraud,Processed
R0001632,P0429364,I0477564,C009379,2024-11-22 09:08:06,301.54,Subscription Cancellation,Processed
R0001633,P0071688,I0079864,C009680,2024-02-01 23:44:17,63.72,Billing Error,Processed
R0001634,P0166037,I0184883,C009734,2023-06-26 23:02:20,38.72,Fraud,Processed
R0001635,P0166272,I0185144,C001210,2024-08-23 06:24:36,182.01,Customer Request,Processed
R0001636,P0118521,I0131996,C006310,2023-10-08 16:05:12,64.9,Billing Error,Processed
R0001637,P0310353,I0345372,C006820,2024-05-12 21:19:23,1148.85,Service Outage,Processed
R0001638,P0070343,I0078367,C006261,2021-10-10 16:16:51,56.05,Service Outage,Processed
R0001639,P0220263,I0245151,C000622,2024-04-19 06:17:45,70.14,Service Outage,Processed
R0001640,P0148370,I0165301,C002197,2021-03-14 17:58:53,17.99,Duplicate Payment,Processed
R0001641,P0055847,I0062111,C001488,2025-02-20 14:38:35,64.85,Duplicate Payment,Processed
R0001642,P0060241,I0067037,C008667,2023-06-11 15:24:49,182.48,Fraud,Processed
R0001643,P0355058,I0394972,C009754,2020-02-07 08:04:19,61.65,Service Outage,Processed
R0001644,P0354423,I0394258,C007326,2024-09-22 23:14:10,19.39,Customer Request,Processed
R0001645,P0386379,I0429770,C003960,2024-09-11 06:54:03,27.52,Customer Request,Processed
R0001646,P0029724,I0033104,C001045,2023-02-11 18:07:43,152.22,Duplicate Payment,Processed
R0001647,P0120397,I0134079,C003533,2025-09-10 19:31:35,54.28,Duplicate Payment,Processed
R0001648,P0363938,I0404810,C002009,2024-02-18 05:40:24,236.55,Billing Error,Processed
R0001649,P0221131,I0246134,C005471,2022-12-26 12:15:53,199.64,Service Outage,Processed
R0001650,P0273161,I0304077,C006577,2026-02-27 09:23:30,134.81,Billing Error,Processed
R0001651,P0429540,I0477747,C003599,2021-11-09 07:59:59,76.5,Fraud,Processed
R0001652,P0357409,I0397570,C006209,2025-04-07 11:44:28,13.4,Customer Request,Processed
R0001653,P0397981,I0442682,C002326,2021-02-01 00:47:07,127.01,Duplicate Payment,Processed
R0001654,P0215688,I0240088,C000981,2022-06-03 16:18:40,157.04,Duplicate Payment,Processed
R0001655,P0374747,I0416851,C005518,2024-01-02 14:56:24,86.05,Customer Request,Processed
R0001656,P0343098,I0381626,C000643,2021-09-30 07:00:40,84.45,Customer Request,Processed
R0001657,P0150205,I0167330,C002961,2022-06-15 02:29:17,31.66,Billing Error,Processed
R0001658,P0178187,I0198453,C003518,2023-05-05 14:58:17,15.54,Service Outage,Processed
R0001659,P0213572,I0237729,C008898,2023-06-16 06:14:20,148.35,Service Outage,Processed
R0001660,P0310944,I0346007,C007730,2024-05-04 16:40:39,249.0,Subscription Cancellation,Processed
R0001661,P0178763,I0199111,C007129,2023-02-10 22:02:45,1326.61,Billing Error,Processed
R0001662,P0346630,I0385543,C006906,2019-03-18 06:41:41,466.57,Fraud,Processed
R0001663,P0187301,I0208539,C001033,2019-08-16 01:20:39,92.49,Duplicate Payment,Processed
R0001664,P0384298,I0427431,C003225,2022-08-01 16:00:41,37.91,Subscription Cancellation,Processed
R0001665,P0245276,I0273099,C007665,2023-11-14 21:10:36,58.41,Fraud,Processed
R0001666,P0124362,I0138502,C006566,2023-01-13 22:24:45,426.18,Customer Request,Processed
R0001667,P0173282,I0192954,C006745,2020-08-31 00:54:40,203.21,Service Outage,Processed
R0001668,P0400825,I0445895,C000741,2025-06-26 20:18:37,133.52,Duplicate Payment,Processed
R0001669,P0378404,I0420902,C000752,2022-02-11 13:08:14,1033.96,Service Outage,Processed
R0001670,P0283645,I0315714,C005885,2021-12-27 19:00:11,511.97,Customer Request,Processed
R0001671,P0172192,I0191759,C008159,2023-10-24 16:38:17,615.83,Service Outage,Processed
R0001672,P0381413,I0424244,C000994,2021-06-24 00:40:49,121.9,Duplicate Payment,Processed
R0001673,P0208379,I0232006,C005053,2024-06-13 03:27:58,31.41,Subscription Cancellation,Processed
R0001674,P0416376,I0463138,C004240,2023-05-01 11:55:39,26.78,Duplicate Payment,Processed
R0001675,P0353694,I0393436,C003853,2025-08-25 07:35:58,42.61,Service Outage,Processed
R0001676,P0098251,I0109376,C005091,2024-08-04 07:08:29,185.61,Customer Request,Processed
R0001677,P0408031,I0453921,C004939,2025-11-18 12:24:09,272.03,Service Outage,Processed
R0001678,P0086730,I0096491,C004319,2025-02-07 18:14:46,320.97,Service Outage,Processed
R0001679,P0296384,I0329793,C000761,2023-11-17 02:45:08,401.35,Customer Request,Processed
R0001680,P0351563,I0391055,C008775,2022-04-27 17:12:16,187.95,Duplicate Payment,Processed
R0001681,P0375419,I0417610,C003184,2023-02-09 05:36:36,64.46,Fraud,Processed
R0001682,P0142050,I0158267,C003190,2025-07-24 23:50:22,235.3,Billing Error,Processed
R0001683,P0310876,I0345935,C007801,2023-11-02 08:22:08,13.39,Billing Error,Processed
R0001684,P0188346,I0209688,C009798,2025-06-22 15:47:30,61.95,Customer Request,Processed
R0001685,P0424211,I0471873,C005709,2022-11-04 13:00:27,374.91,Service Outage,Processed
R0001686,P0193136,I0214969,C000313,2025-08-29 04:25:28,15.91,Billing Error,Processed
R0001687,P0079196,I0088164,C008219,2023-06-01 14:16:38,67.85,Subscription Cancellation,Processed
R0001688,P0283580,I0315640,C003346,2020-03-16 19:42:25,49.56,Subscription Cancellation,Processed
R0001689,P0424945,I0472671,C001616,2021-01-18 21:16:37,40.95,Subscription Cancellation,Processed
R0001690,P0238101,I0265096,C004855,2025-10-21 15:52:42,9.89,Customer Request,Processed
R0001691,P0123041,I0137024,C003177,2025-05-13 03:22:57,83.78,Duplicate Payment,Processed
R0001692,P0184714,I0205709,C000993,2023-07-19 19:40:03,299.47,Duplicate Payment,Processed
R0001693,P0181234,I0201823,C005171,2025-05-30 22:49:50,33.35,Fraud,Processed
R0001694,P0353762,I0393516,C001826,2023-11-24 01:39:09,40.95,Subscription Cancellation,Processed
R0001695,P0238740,I0265808,C001836,2023-12-27 07:02:32,10.9,Service Outage,Processed
R0001696,P0124520,I0138669,C005494,2021-12-23 03:25:27,152.22,Subscription Cancellation,Processed
R0001697,P0272794,I0303663,C007828,2021-05-01 10:15:21,58.41,Subscription Cancellation,Processed
R0001698,P0204844,I0228023,C003512,2020-12-01 12:04:56,85.32,Fraud,Processed
R0001699,P0084607,I0094148,C008144,2023-11-28 10:06:11,42.9,Fraud,Processed
R0001700,P0267628,I0297938,C005590,2023-05-17 15:52:01,249.0,Subscription Cancellation,Processed
R0001701,P0102599,I0114280,C000885,2025-05-19 13:27:36,229.08,Billing Error,Processed
R0001702,P0141950,I0158159,C005608,2020-04-04 12:07:12,8.85,Customer Request,Processed
R0001703,P0269911,I0300466,C003445,2024-10-01 06:55:40,755.24,Subscription Cancellation,Processed
R0001704,P0295201,I0328499,C000022,2023-07-07 10:38:27,129.0,Fraud,Processed
R0001705,P0405236,I0450778,C004388,2022-06-12 12:11:32,7.46,Subscription Cancellation,Processed
R0001706,P0217521,I0242133,C003331,2025-06-02 03:00:46,57.67,Subscription Cancellation,Processed
R0001707,P0311681,I0346817,C009983,2023-01-09 14:01:23,63.72,Customer Request,Processed
R0001708,P0016489,I0018371,C009758,2024-04-30 15:50:56,141.9,Service Outage,Processed
R0001709,P0083848,I0093302,C000136,2022-04-07 17:06:02,148.35,Duplicate Payment,Processed
R0001710,P0127607,I0142046,C009425,2023-10-22 04:22:46,57.35,Fraud,Processed
R0001711,P0301188,I0335142,C004380,2024-02-07 22:24:02,122.2,Customer Request,Processed
R0001712,P0300153,I0333991,C009041,2025-03-10 06:18:31,20.87,Subscription Cancellation,Processed
R0001713,P0025925,I0028850,C007701,2022-09-06 14:59:51,29.09,Duplicate Payment,Processed
R0001714,P0345529,I0384330,C002699,2022-09-18 11:26:26,31.9,Fraud,Processed
R0001715,P0415524,I0462213,C006684,2023-04-05 23:01:59,16.67,Billing Error,Processed
R0001716,P0091188,I0101481,C006051,2023-08-26 23:14:07,12.23,Fraud,Processed
R0001717,P0337041,I0374870,C004797,2022-12-28 06:08:18,17.25,Subscription Cancellation,Processed
R0001718,P0404702,I0450189,C003432,2020-08-29 01:46:39,141.9,Billing Error,Processed
R0001719,P0301615,I0335607,C000640,2024-03-30 07:12:19,27.11,,Processed
R0001720,P0066296,I0073866,C002041,2025-10-09 21:16:21,185.26,Fraud,Processed
R0001721,P0362024,I0402684,C001205,2024-02-04 11:13:42,78.21,Billing Error,Processed
R0001722,P0135930,I0151436,C004621,2023-11-03 02:20:21,31.32,Duplicate Payment,Processed
R0001723,P0263194,I0293063,C008501,2023-05-06 09:52:08,30.02,Service Outage,Processed
R0001724,P0236177,I0262974,C004406,2022-01-09 21:39:34,331.88,Billing Error,Processed
R0001725,P0342352,I0380782,C001858,2026-01-15 18:46:35,38.12,Subscription Cancellation,Processed
R0001726,P0300657,I0334537,C000776,2020-12-27 21:21:33,148.35,Subscription Cancellation,Processed
R0001727,P0397091,I0441720,C006225,2024-05-10 08:07:41,588.82,Fraud,Processed
R0001728,P0315975,I0351549,C005110,2024-12-23 02:37:25,69.66,Service Outage,Processed
R0001729,P0094742,I0105459,C005384,2023-08-27 22:40:18,25.52,Duplicate Payment,Processed
R0001730,P0011420,I0012753,C009774,2025-05-25 04:30:19,130.82,Duplicate Payment,Processed
R0001731,P0415450,I0462134,C004225,2025-11-04 09:00:32,1680.38,Service Outage,Processed
R0001732,P0111537,I0124255,C009907,2025-01-10 20:50:15,273.9,Fraud,Processed
R0001733,P0379943,I0422613,C001406,2023-03-02 21:20:43,44.9,Fraud,Processed
