CustomerID,CompanyName,Industry,Country,State,City,EmployeeCount,AnnualRevenue,CompanySize,Website,JoinDate,SalesRepID,CustomerSuccessID,CustomerStatus,HealthScore
C002533,Nova Adams Group,Retail,India,Idaho,Howardstad,161,3939267.0,Small,"avila,johnsonandreid.com",2021-11-16 01:34:20,E00638,E00277,Active,75
C002534,Blue Huynh Industries,Technology,Canada,Massachusetts,Watkinsfurt,635,24519383.0,Medium,"parker,reedandschneider.com",2019-06-30 15:31:09,E00963,E00187,Churned,72
C002535,Quantum Griffith Networks,Telecom,Netherlands,South Dakota,New Julie,169,8902363.0,Small,daughertyplc.com,2020-11-23 06:09:39,E00908,E00985,Active,65
C002536,United Ibarra Enterprises,Finance,France,South Dakota,Goodmanmouth,9,100000.0,Startup,"williamson,lopezandsmith.com",2022-04-12 01:10:15,E00897,E00510,Inactive,39
C002537,Nova Hunt Labs,Government,Australia,Vermont,East Melissa,98,3732334.0,Small,marshall-lee.com,2019-06-09 10:09:52,E00639,E00829,Active,95
C002538,Next Hobbs Group,Energy,UAE,Oklahoma,North Lisashire,226,6345708.0,Medium,"sosa,shawanddavis.com",2019-09-16 17:32:45,E00618,E00728,Active,76
C002539,Blue Norman Technologies,Retail,Brazil,Minnesota,East Stephanie,102,5147032.0,Small,smithplc.com,2022-11-16 05:31:49,E00324,E00215,Active,79
C002540,United Li Systems,Retail,South Africa,Utah,West Jessica,466,23900320.0,Medium,clarkgroup.com,2018-05-03 17:04:01,E01130,E01038,Active,49
C002541,Dynamic Rowe Labs,Healthcare,Italy,South Carolina,East Ryan,23,1841408.0,Startup,cole-reed.com,2018-07-24 17:05:38,E00139,E01282,Active,35
C002542,United Carter Networks,Education,Saudi Arabia,Massachusetts,North Dylan,143,3768192.0,Small,"snyder,taylorandyoung.com",2021-02-11 05:32:14,E00917,E00631,Active,64
C002543,Blue Bell Enterprises,Finance,Japan,North Carolina,Lake Jessica,192,3542910.0,Small,garcia-osborne.com,2022-10-23 23:17:05,E00429,E01054,Active,63
C002544,Global Greene Enterprises,Government,India,Arizona,Lake Donald,55,1654511.0,Small,"cole,chenandcobb.com",2019-08-14 15:40:34,E01163,E00297,Active,63
C002545,Blue Sanders Group,Healthcare,Germany,California,Joseton,917,53023648.0,Medium,brooksandsons.com,2022-12-05 14:22:07,E00941,E00271,Active,79
C002546,Global Hicks Networks,Finance,India,Illinois,Port Kevin,82,5975593.0,Small,parkplc.com,2023-11-05 11:46:04,E00144,E01307,Active,78
C002547,Future Miller Labs,Retail,Japan,Florida,Robertsside,938,23209067.0,Medium,"hicks,greenandnewman.com",2023-04-23 16:04:38,E01170,E00326,Inactive,89
C002548,Global Diaz Systems,Retail,India,Missouri,Medinachester,366,8118485.0,Medium,"smith,changandhenderson.com",2022-02-14 11:03:51,E00488,E01243,Active,57
C002549,Future Jackson Group,Construction,Netherlands,Louisiana,Port Lindsey,172,6257596.0,Small,hill-taylor.com,2021-08-27 15:48:18,E00872,E01245,Active,61
C002550,Dynamic Ramirez Enterprises,Hospitality,Malaysia,Maryland,New Kimberly,896,39043236.0,Medium,powersinc.com,2021-03-17 05:53:44,E00244,E00399,Active,59
C002551,Future Fields Technologies,Government,Pakistan,New York,Halefort,15985,693845695.0,Enterprise,garnerllc.com,2025-09-01 22:49:34,E00528,E00572,Inactive,60
C002552,Dynamic Ramirez Industries,Telecom,USA,Indiana,Lake Jamesview,744,38359526.0,Medium,curtis-collins.com,2018-11-29 23:57:23,E00594,E00767,Active,40
C002553,Dynamic Walker Industries,Logistics,France,Pennsylvania,Port Jessicahaven,199,4883437.0,Small,"goodwin,smithandbyrd.com",2024-03-12 08:50:27,E01130,E00117,Active,70
C002554,Quantum Escobar Holdings,Technology,Japan,Oklahoma,Joshuaborough,605,18213963.0,Medium,wolfe-smith.com,2024-07-26 05:35:17,E00993,E00504,Active,43
C002555,Quantum Anderson Holdings,Finance,Malaysia,Kentucky,Ginaberg,26202,2041479895.0,Enterprise,"jones,collieranddavis.com",2019-03-20 22:00:42,E00667,E00386,Active,74
C002556,Quantum Deleon Enterprises,Hospitality,Brazil,New Mexico,New Brittany,146,5898510.0,Small,simpsonandsons.com,2020-11-17 08:00:43,E00111,E01199,Inactive,83
C002557,Prime Cole Systems,Telecom,Brazil,Alaska,Baxterton,2854,138289759.0,Large,washington-carpenter.com,2019-08-18 13:59:27,E00417,E00068,Inactive,78
C002558,Dynamic Gonzalez Technologies,Hospitality,UK,South Carolina,East Roberttown,4960,380729710.0,Large,"burns,smithandharvey.com",2025-12-01 12:41:41,E00639,E00309,Active,83
C002559,Next Kim Industries,Manufacturing,Brazil,New Mexico,Stephanieburgh,86,5193726.0,Small,"rogers,davisandtorres.com",2022-08-19 12:24:10,E00136,E01295,Active,46
C002560,Future Pierce Solutions,Logistics,Singapore,Tennessee,Brownton,11496,616530239.0,Enterprise,smith-lee.com,2018-05-04 11:49:05,E01056,E00093,Active,59
C002561,Nova Cox Group,Construction,UK,Maine,Terrymouth,2268,115561530.0,Large,jackson-parker.com,2023-08-30 02:26:45,E00418,E00550,Active,44
C002562,Next Klein Solutions,Healthcare,Spain,North Dakota,Port Rickyview,4941,288156931.0,Large,waltersltd.com,2024-05-15 14:15:27,E01037,E01054,Active,71
C002563,Quantum Jones Networks,Energy,USA,Wisconsin,Kaylabury,505,22879851.0,Medium,smith-turner.com,2020-07-07 15:53:17,E01056,E00967,Active,72
C002564,Next Matthews Holdings,Technology,Netherlands,Vermont,West Nicoleside,3184,145701418.0,Large,garciainc.com,2020-10-10 20:59:17,E00989,E00510,Active,43
C002565,Next Williams Consulting,Retail,Pakistan,Nebraska,Port Michael,437,34668641.0,Medium,peters-blevins.com,2020-10-20 06:04:11,E01056,E00394,Active,45
C002566,Quantum Brown Holdings,Construction,UAE,South Dakota,South Manuelbury,789,10166608.0,Medium,"kaiser,wilkersonandharris.com",2018-08-01 09:42:32,E00763,E00531,Active,36
C002567,Quantum Young Enterprises,Government,Canada,Vermont,North Angel,835,11474512.0,Medium,"avila,gonzalezandjones.com",2025-09-14 21:09:11,E01182,E01131,Active,80
C002568,Nova Parker Consulting,Technology,Pakistan,Mississippi,Carterstad,1290,44321275.0,Large,diaz-johnson.com,2024-08-03 05:04:45,E00060,E01310,Active,86
C002569,Blue Dawson Group,Technology,Italy,Indiana,Port Bruce,9,112434.0,Startup,greenellc.com,2019-02-03 10:42:09,E00393,E00422,Active,61
C002570,United Kelley Labs,Government,UAE,Connecticut,Port Joshuashire,21,596885.0,Startup,millerandsons.com,2022-09-20 18:45:51,E00139,E01190,Active,82
C002571,Dynamic Atkinson Group,Energy,Spain,Idaho,New Christopherhaven,78,1791033.0,Small,"davila,herreraandcoleman.com",2024-10-15 12:01:10,E01071,E01245,Active,78
C002572,Future Harrison Solutions,Healthcare,Canada,Vermont,Port Anna,60,2638363.0,Small,gonzales-reyes.com,2025-03-01 13:47:14,E00150,E00074,Inactive,48
C002573,United Martin Solutions,Finance,Pakistan,Texas,New Garyburgh,3906,240856745.0,Large,woodard-rasmussen.com,2018-09-05 14:04:02,E00217,E01124,Active,39
C002574,Elite White Enterprises,Telecom,Canada,Oklahoma,Millerburgh,29,954848.0,Startup,"ingram,harrisandallen.com",2025-08-31 12:45:54,E00670,E00985,Active,93
C002575,Next May Labs,Energy,UK,Tennessee,Jonathanberg,152,5243063.0,Small,johnsonllc.com,2018-10-10 03:34:47,E00060,E00003,Active,57
C002576,Global Burns Networks,Manufacturing,Saudi Arabia,Mississippi,East Donna,130,5885301.0,Small,"manning,russellandcombs.com",2020-04-25 15:15:34,E00871,E00187,Inactive,73
C002577,United Moore Consulting,Finance,Canada,Mississippi,West Maria,191,5946367.0,Small,millerplc.com,2018-01-13 21:28:37,E00269,E00559,Active,95
C002578,Next Bradley Solutions,Manufacturing,Netherlands,Hawaii,South Ashley,102,2998223.0,Small,"keller,smithandwarren.com",2020-01-28 13:02:45,E00444,E01295,Inactive,62
C002579,Quantum Middleton Solutions,Hospitality,Malaysia,New Hampshire,Johnsonstad,1464,29704833.0,Large,jonesllc.com,2025-12-10 02:55:23,E01228,E01054,Active,38
C002580,Elite Mason Solutions,Healthcare,Germany,Rhode Island,East Brian,179,11587959.0,Small,rodriguez-robertson.com,2018-08-15 17:05:47,E01142,E00756,Active,82
C002581,Prime Donovan Group,Retail,Canada,Rhode Island,West Matthewfurt,88,3977574.0,Small,bowersltd.com,2020-06-11 10:11:02,E00682,E00973,Active,91
C002582,Quantum Hunt Group,Logistics,South Africa,Wisconsin,Lake Brian,239,5643342.0,Medium,alvarezandsons.com,2019-02-23 00:39:12,E01145,E00689,Active,69
C002583,Global Olsen Systems,Technology,South Africa,Illinois,New Katrina,384,11427245.0,Medium,"anderson,lloydandmurray.com",2025-11-13 12:47:00,E00993,E00728,Active,91
C002584,Quantum Pierce Technologies,Logistics,France,Missouri,Donnashire,173,9982170.0,Small,davisltd.com,2024-11-12 01:13:26,E01040,E00075,Active,93
C002585,Future Kline Labs,Construction,Spain,Montana,Port Becky,66,592369.0,Small,ramirez-cook.com,2020-09-07 23:30:55,E00395,E01038,Inactive,62
C002586,Blue Morris Group,Telecom,Pakistan,Idaho,North Aaronmouth,14116,511618643.0,Enterprise,romeroplc.com,2020-06-26 05:23:23,E01309,E00738,Active,56
C002587,Global Clements Labs,Healthcare,India,Minnesota,Mcdanielmouth,89,1695290.0,Small,"thompson,thomasandbaker.com",2023-01-28 15:22:18,E00024,E00271,Active,97
C002588,NOVA COX ENTERPRISES,Government,Japan,Maryland,South Douglasmouth,120,5094436.0,Small,weberplc.com,2018-04-20 12:16:10,E01326,E01332,Active,99
C002589,Dynamic Espinoza Solutions,Healthcare,Japan,North Carolina,New Christopher,673,11275098.0,Medium,york-sharp.com,2021-02-03 17:16:28,E00134,E00973,Churned,39
C002590,Dynamic Huffman Industries,Finance,USA,Tennessee,Terryborough,40,2220892.0,Startup,"powers,byrdandhenry.com",2018-02-05 09:36:42,E01163,E01054,Active,83
C002591,Quantum Wallace Systems,Logistics,Saudi Arabia,Texas,Ericberg,149,2755787.0,Small,wrightandsons.com,2023-10-08 01:58:03,E00640,E00436,Active,91
C002592,Future Campbell Industries,Construction,South Africa,Tennessee,East Timothyton,166,12336053.0,Small,hancock-vargas.com,2024-08-11 22:55:58,E00838,E01314,Active,59
C002593,Blue Holland Networks,Technology,Singapore,Alabama,East Ashley,33914,2478728874.0,Enterprise,"martin,martinandmiller.com",2024-06-14 02:50:56,E00871,E00305,Churned,86
C002594,Quantum Duffy Solutions,Energy,Saudi Arabia,Delaware,South Melissafort,23,1715422.0,Startup,taylorinc.com,2025-04-09 14:23:05,E00085,E00218,Churned,73
C002595,Quantum Lynch Industries,Logistics,France,South Dakota,Alexandermouth,15,786384.0,Startup,jones-powell.com,2019-10-11 22:13:46,E01341,E01063,Active,49
C002596,Future Rubio Technologies,Construction,Netherlands,Vermont,Ashleyfort,193,7058949.0,Small,"brewer,powellandhoward.com",2023-02-23 14:14:23,E00965,E00138,Active,69
C002597,Global Marquez Systems,Education,UAE,Arkansas,Smithhaven,51,2009081.0,Small,"li,hernandezandwest.com",2025-03-25 22:06:38,E00890,E00052,Active,90
C002598,Future George Consulting,Manufacturing,South Africa,Iowa,East Cody,897,22193893.0,Medium,johnson-richardson.com,2022-02-15 05:23:23,E01277,E00422,Active,35
C002599,Future Gutierrez Solutions,Hospitality,Singapore,West Virginia,Leebury,876,56463774.0,Medium,"russell,howardandwarren.com",2023-01-13 07:39:56,E00602,E00535,Inactive,53
C002600,Prime Newman Group,Retail,Brazil,Colorado,Sanchezland,970,67437955.0,Medium,miller-chase.com,2021-07-13 05:48:36,E01277,E01038,Inactive,46
C002601,Blue Lawson Consulting,Hospitality,Netherlands,New Jersey,Lake Michelle,183,3666513.0,Small,doyle-davis.com,2023-04-15 07:51:53,E00085,E00121,Active,86
C002602,Nova Moore Consulting,Logistics,Italy,Utah,Hernandezton,45,3501537.0,Startup,levy-fuller.com,2019-12-05 12:19:20,E00060,E00654,Churned,53
C002603,Global Smith Industries,Logistics,USA,Kentucky,Blackwellfurt,7,260643.0,Startup,"leonard,jonesandhubbard.com",2021-02-22 23:21:47,E00602,E01099,Active,45
C002604,Next Tapia Group,Construction,Australia,Tennessee,Port Selena,260,15773517.0,Medium,"galvan,lopezandhancock.com",2020-08-24 03:08:02,E00584,E00764,Active,80
C002605,Elite Olson Enterprises,Logistics,UAE,North Carolina,Lake Rodneyville,77,4298803.0,Small,millergroup.com,2023-12-28 18:51:41,E00444,E01066,Active,58
C002606,Elite Alvarado Labs,Technology,Spain,New York,Tiffanyport,1283,32764607.0,Large,alvarez-williams.com,2021-07-17 06:26:25,E00047,E01015,Active,66
C002607,Blue Ellis Group,Technology,Germany,Alaska,Elizabethview,928,72747552.0,Medium,"phillips,evansandadams.com",2019-11-13 16:13:21,E00467,E00385,Active,68
C002608,Blue Meyer Industries,Construction,Spain,Maine,Elizabethberg,121,7404847.0,Small,thomas-byrd.com,2019-06-19 02:29:32,E00618,E00197,Active,64
C002609,Blue Davis Systems,Telecom,France,Colorado,South Lynn,7547,123217105.0,Enterprise,brooks-henderson.com,2020-09-25 04:07:08,E01070,E01300,Inactive,72
C002610,Nova Moreno Industries,Government,Singapore,North Dakota,Macdonaldfurt,409,21430493.0,Medium,brown-powell.com,2022-01-09 19:38:06,E01022,E00092,Active,61
C002611,Next Daniels Systems,Retail,Canada,Utah,North Ann,33791,471145808.0,Enterprise,johnsonltd.com,2022-10-10 07:59:28,E00584,E01242,Active,47
C002612,Dynamic Barker Networks,Education,Australia,New Jersey,Wilsonstad,44608,3157218514.0,Enterprise,gonzalesllc.com,2023-03-22 05:36:31,E00429,E01199,Active,65
C002613,Quantum Martin Solutions,Education,Australia,Washington,South Margaretstad,137,9399382.0,Small,yoder-barry.com,2025-11-13 16:48:20,E01285,E00801,Active,43
C002614,Elite Rivers Solutions,Retail,Netherlands,New Hampshire,Baileyport,135,9279101.0,Small,"smith,loweryandrowe.com",2019-12-25 07:57:44,E00493,E00077,Active,81
C002615,Future Matthews Group,Technology,France,Ohio,Joseton,8461,362756070.0,Enterprise,jonesandsons.com,2022-08-25 13:32:36,E00251,E01332,Churned,81
C002616,Elite Harris Industries,Energy,Australia,Missouri,Port Jared,84,1529431.0,Small,"warner,shermanandclark.com",2021-05-14 21:31:06,E00783,E00985,Inactive,92
C002617,Prime Sanders Systems,Education,Saudi Arabia,Kansas,Port Jeremyburgh,108,4346349.0,Small,woods-james.com,2020-07-24 02:44:45,E01130,E01318,Inactive,56
C002618,NOVA COFFEY LABS,Technology,India,Alaska,Raymondhaven,19,1224586.0,Startup,"morrison,walkerandkennedy.com",2018-03-02 11:02:56,E01070,E00982,Churned,60
C002619,Prime Howard Systems,Technology,India,New Jersey,North Megan,44370,1398146994.0,Enterprise,bartlett-lopez.com,2025-12-23 20:15:59,E01309,E00268,Active,94
C002620,Dynamic Davis Solutions,Retail,Italy,North Carolina,South Christopherberg,117,9353140.0,Small,"thompson,scottandwebb.com",2021-05-02 18:16:03,E01040,E00421,Active,92
C002621,United Rivera Consulting,Construction,UK,California,Kevinmouth,4684,307060087.0,Large,patton-jones.com,2022-12-01 12:22:06,E00136,E00960,Active,66
C002622,Dynamic Collins Networks,Construction,Australia,North Dakota,Garciamouth,273,10872666.0,Medium,"estrada,bowmanandtownsend.com",2023-09-29 13:06:32,E00661,E01308,Active,45
C002623,Future Baker Group,Construction,Saudi Arabia,Alaska,Lake Jonathanside,131,3643561.0,Small,andersonltd.com,2024-11-27 14:15:52,E00528,E01131,Inactive,41
C002624,Dynamic Simon Group,Energy,Italy,Missouri,Woodburgh,403,22654455.0,Medium,"thomas,hesterandmoore.com",2024-03-11 22:16:23,E00872,E00990,Active,59
C002625,Quantum Russell Solutions,Logistics,Canada,Michigan,Crystalfurt,2205,144377762.0,Large,"aguilar,delacruzandspencer.com",2020-03-03 23:58:18,E01285,E00386,Active,84
C002626,Prime Donovan Systems,Logistics,France,Pennsylvania,East Richardshire,672,49642765.0,Medium,lynch-burke.com,2023-04-03 10:40:50,E01043,E00266,Active,53
C002627,Blue Salazar Holdings,Telecom,Germany,New Jersey,North Joseph,22,1763052.0,Startup,hopkins-guerra.com,2022-05-23 20:28:55,E00085,E00436,Churned,54
C002628,Next Stanley Industries,Government,USA,Iowa,North Sara,957,43606509.0,Medium,"jones,collinsanddickerson.com",2025-06-29 01:07:48,E01261,E00775,Active,75
C002629,Prime Perez Holdings,Technology,Italy,Indiana,East John,510,8935495.0,Medium,mann-martinez.com,2018-03-05 03:18:16,E00966,E01111,Inactive,84
C002630,United Lawson Labs,Construction,Brazil,South Dakota,New Justinfort,20,688025.0,Startup,reed-stuart.com,2023-08-12 16:50:38,E00658,E00681,Churned,68
C002631,Dynamic Chen Consulting,Logistics,Germany,North Dakota,Savannahbury,585,24184741.0,Medium,"smith,durhamandhansen.com",2022-02-11 03:09:39,E01043,E00277,Active,96
C002632,Nova Davis Systems,Education,UAE,Wyoming,Ashleyhaven,609,39399398.0,Medium,whitaker-lopez.com,2019-02-10 16:55:25,E00626,E01124,Active,36
C002633,Prime Davis Solutions,Construction,Netherlands,Colorado,Scottmouth,12,537633.0,Startup,moody-zuniga.com,2025-04-22 10:28:37,E01193,E00654,Inactive,37
C002634,Next Bentley Systems,Manufacturing,USA,Maryland,Kimberlyview,156,12049388.0,Small,"ali,meyerandjohnson.com",2021-05-19 18:03:23,E00740,E01300,Active,80
C002635,Dynamic Vincent Labs,Telecom,Spain,Texas,South Holly,150,10598908.0,Small,hillinc.com,2019-05-15 07:39:54,E01022,E01038,Active,76
C002636,Prime Trujillo Group,Healthcare,Pakistan,Kansas,Lake Teresaburgh,42,3050215.0,Startup,reed-myers.com,2020-10-28 20:09:43,E00580,E00114,Active,61
C002637,Blue Davis Holdings,Hospitality,Brazil,Massachusetts,New Barbaraside,59,4355283.0,Small,fullerltd.com,2022-01-14 08:49:27,E00251,E01295,Active,99
C002638,Future Smith Group,Technology,Germany,Texas,Davidstad,156,9020365.0,Small,"stevenson,staffordandjones.com",2023-06-03 08:44:12,E00640,E00708,Active,64
C002639,Prime Castro Group,Logistics,Japan,Washington,Joneshaven,806,47912274.0,Medium,johnsonllc.com,2021-03-11 05:18:32,E00254,E00924,Active,70
C002640,Quantum Johnson Systems,Construction,Malaysia,Rhode Island,West Gary,13,100719.0,Startup,kellyandsons.com,2021-10-06 01:56:19,E00045,E00801,Active,88
C002641,Next Miller Holdings,Retail,Spain,New Hampshire,North Brandonstad,33,1397074.0,Startup,"johnson,webbandfisher.com",2023-06-20 01:47:09,E00995,E01151,Active,81
C002642,Prime Abbott Industries,Logistics,Italy,Illinois,Port William,60,2476423.0,Small,marshall-webb.com,2020-01-07 08:03:09,E00707,E01038,Active,71
C002643,Prime Nunez Holdings,Healthcare,Germany,Vermont,Thomasside,40,3195058.0,Startup,fisherplc.com,2022-06-28 19:58:29,E00638,E00421,Inactive,97
C002644,Future May Industries,Logistics,Spain,Virginia,Port Richardstad,931,69899720.0,Medium,duarte-calhoun.com,2020-08-24 07:14:39,E00917,E00720,Inactive,63
C002645,Next Williams Systems,Manufacturing,Brazil,Indiana,Guerrerofort,110,4642775.0,Small,"hernandez,allenandjames.com",2023-09-05 02:09:24,E00467,E00985,Churned,67
C002646,Next May Labs,Government,USA,Minnesota,Dunnport,65,2957851.0,Small,gay-ross.com,2025-05-30 19:01:38,E00828,E00907,Active,75
C002647,United Smith Consulting,Technology,India,Washington,New Jeffreytown,32366,1189746717.0,Enterprise,nunezinc.com,2018-12-26 19:07:22,E00608,E00572,Active,56
C002648,Quantum Lee Enterprises,Hospitality,Italy,Colorado,Lake Jessicachester,422,21649552.0,Medium,burnettplc.com,2020-01-25 07:18:57,E00320,E00436,Active,74
C002649,Next Simpson Labs,Manufacturing,Singapore,Colorado,Smithville,1858,54558791.0,Large,"rivera,hughesandtaylor.com",2025-03-21 16:32:50,E00045,E00108,Inactive,92
C002650,Next Keller Technologies,Energy,Italy,Michigan,West Sydney,123,5930328.0,Small,murphyandsons.com,2019-11-23 01:13:06,E01209,E00982,Churned,49
C002651,Quantum Nelson Solutions,Finance,Australia,Mississippi,Brianborough,11062,435397514.0,Enterprise,santos-jones.com,2020-06-12 22:11:57,E00691,E00919,Inactive,78
C002652,Dynamic Carter Networks,Manufacturing,UK,Georgia,West Chad,289,13883910.0,Medium,"holden,collinsandgardner.com",2021-04-14 04:20:26,E00020,E00760,Active,88
C002653,Prime Johnson Holdings,Retail,Brazil,Kentucky,Debratown,43,1995163.0,Startup,"burnett,robinsonandarnold.com",2025-03-11 12:57:50,E01326,E00775,Active,77
C002654,Blue Foley Solutions,Education,Italy,Colorado,North Caroline,27,1120649.0,Startup,"hebert,taylorandmontoya.com",2019-02-28 09:13:00,E00085,E01308,Active,61
C002655,Global Riggs Group,Hospitality,Malaysia,Minnesota,Julianview,1474,106513095.0,Large,morganinc.com,2025-06-30 21:30:26,E01071,E01314,Active,90
C002656,Dynamic Hart Systems,Government,South Africa,Washington,North Alexis,991,44136054.0,Medium,ramirezllc.com,2023-07-02 17:21:06,E00658,E00420,Active,69
C002657,Elite White Labs,Manufacturing,Italy,New Mexico,North Joseville,35,1444768.0,Startup,francisinc.com,2019-11-19 03:07:15,E00709,E00332,Active,62
C002658,Future Davis Systems,Technology,Italy,New Hampshire,Lake Shane,47,1706078.0,Startup,"ross,jamesandrussell.com",2020-08-11 07:45:24,E00395,E01318,Active,35
C002659,Nova Flowers Solutions,Hospitality,Saudi Arabia,Rhode Island,Lake Sonyafort,440,4226649.0,Medium,hawkins-williams.com,2025-04-28 12:08:24,E00644,E00628,Churned,70
C002660,Blue Wallace Systems,Education,Brazil,Hawaii,New Craig,9,322299.0,Startup,carroll-davidson.com,2019-09-05 09:33:12,E01174,E00724,Active,52
C002661,Prime Brown Technologies,Manufacturing,India,South Dakota,Port Peterburgh,599,46109880.0,Medium,rileyltd.com,2021-07-22 05:08:18,E00037,E00400,Active,55
C002662,Future Campbell Industries,Telecom,Italy,Michigan,East Nancyburgh,33571,1245882076.0,Enterprise,"miller,vangandgarrett.com",2022-02-23 15:41:28,E00136,E00052,Active,61
C002663,Future Evans Consulting,Government,Germany,Ohio,Clarkchester,4158,144765809.0,Large,martinllc.com,2018-09-01 15:15:15,E00639,E00990,Inactive,41
C002664,Global Anderson Consulting,Construction,France,South Dakota,West Kim,139,7743570.0,Small,brown-rodriguez.com,2024-08-20 07:43:45,E00965,E00121,Active,94
C002665,Prime Rios Labs,Finance,Pakistan,Virginia,South Kathy,21,1156386.0,Startup,daniels-myers.com,2021-06-30 12:59:02,E01326,E00907,Active,44
C002666,Blue Horne Systems,Finance,Singapore,Massachusetts,East Joyceport,71,3749729.0,Small,"meyers,martinandryan.com",2022-05-27 09:47:58,E00195,E00689,Active,68
C002667,Prime Wells Group,Construction,France,Indiana,North Donnaburgh,2941,72017417.0,Large,"bentley,whiteandjohns.com",2020-07-05 14:35:29,E01022,E01206,Active,50
C002668,Prime Rios Labs,Logistics,Japan,Alaska,Allisonview,652,22363992.0,Medium,scottplc.com,2022-08-13 09:42:30,E00376,E01242,Active,61
C002669,Blue Wright Solutions,Healthcare,Netherlands,Oregon,Port Steventon,646,11833216.0,Medium,"long,baileyandhamilton.com",2019-06-26 16:33:22,E00226,E00218,Active,96
C002670,Elite Jones Holdings,Energy,Italy,Georgia,Danielmouth,95,6310543.0,Small,"lawrence,farrellandserrano.com",2023-09-23 04:32:39,E00417,E01042,Active,93
C002671,United Kennedy Group,Logistics,Saudi Arabia,Hawaii,Jeromeland,717,29995240.0,Medium,arnold-blevins.com,2018-02-11 02:54:46,E00294,E00504,Active,71
C002672,United Martin Systems,Healthcare,UK,Nevada,Justinland,21,1609047.0,Startup,esparza-lowe.com,2018-04-03 12:21:48,E01193,E01332,Active,58
C002673,Nova Hall Holdings,Government,Canada,Missouri,Sarahchester,646,24243994.0,Medium,"hale,burchandpratt.com",2023-07-11 14:54:45,E00538,E00231,Inactive,71
C002674,Dynamic Curry Systems,Telecom,France,Mississippi,East Michelleville,688,54618761.0,Medium,"norman,stewartandgrant.com",2025-05-12 20:03:48,E01236,E01245,Active,85
C002675,Future Griffin Labs,Manufacturing,France,Tennessee,North Loribury,8,488230.0,Startup,frygroup.com,2025-07-19 07:59:06,E01204,E00620,Active,44
C002676,Quantum Wilson Systems,Telecom,India,North Dakota,New Tanyaside,159,6819943.0,Small,"allison,torresandgarza.com",2024-10-20 13:55:05,E00185,E01318,Active,79
C002677,Prime Gould Enterprises,Retail,UAE,Florida,East Robertmouth,66,779609.0,Small,owens-campbell.com,2022-11-23 07:57:51,E00936,E01273,Active,68
C002678,Elite Hale Industries,Manufacturing,Saudi Arabia,West Virginia,East Karenchester,131,6987188.0,Small,hallltd.com,2020-10-20 10:03:17,E00528,E00535,Active,95
C002679,Nova Miles Consulting,Technology,France,South Dakota,South Ericbury,14,1151665.0,Startup,jordangroup.com,2020-04-09 03:01:54,E01029,E00200,Active,47
C002680,Elite Wilcox Technologies,Energy,Brazil,Tennessee,Barbarachester,105,8054386.0,Small,"burgess,adamsandpeterson.com",2019-05-13 11:37:07,E01130,E00924,Active,47
C002681,Dynamic Marsh Systems,Telecom,Singapore,Kansas,Mooreborough,4408,238051071.0,Large,hamilton-faulkner.com,2024-08-12 23:32:31,E01326,E01242,Active,53
C002682,Global Nolan Labs,Healthcare,Italy,Texas,Adamstown,846,20027609.0,Medium,rodriguezllc.com,2018-12-25 02:26:42,E00393,E00338,Active,76
C002683,Elite Douglas Holdings,Finance,Italy,North Carolina,East Lindaton,36584,1222128311.0,Enterprise,ross-brewer.com,2019-06-11 19:30:47,E00642,E00732,Active,53
C002684,United Fowler Solutions,Education,Germany,Delaware,Teresaburgh,959,21871938.0,Medium,mora-carlson.com,2025-06-20 02:05:25,E00111,E00075,Active,86
C002685,Next Gill Holdings,Retail,South Africa,Wisconsin,Kennethchester,363,15715568.0,Medium,parker-brown.com,2025-01-20 22:41:39,E00623,E00266,Active,43
C002686,Next Smith Group,Government,Brazil,Louisiana,Steveville,4872,181988066.0,Large,dixon-atkinson.com,2023-11-15 10:13:03,E00820,E01081,Churned,47
C002687,Blue Oneal Industries,Energy,Brazil,Maine,Martinhaven,118,6245204.0,Small,johnson-mejia.com,2020-04-22 20:01:50,E00715,E00973,Active,99
C002688,Blue Rice Systems,Logistics,USA,Wyoming,East Kimberlymouth,40,1983136.0,Startup,ruizplc.com,2022-03-26 15:09:57,E00190,E01242,Inactive,39
C002689,Dynamic Harper Group,Healthcare,India,Rhode Island,West Charles,145,5246590.0,Small,loweplc.com,2018-10-28 15:33:16,E01347,E00973,Active,82
C002690,Elite Lawson Networks,Education,South Africa,Illinois,Richardsonberg,126,3705560.0,Small,castaneda-glenn.com,2022-01-12 08:17:41,E00783,E01314,Active,62
C002691,Future Rose Technologies,Manufacturing,UAE,Idaho,West Ryan,52,3057344.0,Small,curry-ruiz.com,2022-10-05 08:03:37,E00047,E00280,Active,42
C002692,Future Jimenez Group,Education,Saudi Arabia,Oklahoma,West Dillon,40,803392.0,Startup,chavezplc.com,2020-04-17 14:15:39,E00150,E00907,Inactive,75
C002693,Global Bright Systems,Telecom,Singapore,Rhode Island,Ericfurt,93,6647294.0,Small,"johnson,bryantandjimenez.com",2023-01-17 02:32:15,E01182,E01147,Active,37
C002694,Future Hernandez Holdings,Government,Canada,Wyoming,Crawfordhaven,830,48360059.0,Medium,"graves,duffyandorr.com",2023-09-22 16:15:41,E00190,E00087,Active,88
C002695,Elite Pugh Labs,Education,Australia,Minnesota,Garcialand,40,3238651.0,Startup,smithplc.com,2023-07-25 14:23:58,E01285,E00010,Active,79
