TicketID,CustomerID,AgentID,Category,Priority,Status,CreatedDate,ResolvedDate,ResolutionHours,CustomerSatisfaction
T0001465,C000746,E00712,Bug Report,Low,Resolved,2024-09-05 18:37:35,2024-09-12 03:37:35,153.0,1
T0001466,C000747,E00419,Billing,High,Closed,2025-07-20 22:02:19,2025-07-27 09:02:19,155.0,4
T0001467,C000748,E00887,Bug Report,Medium,Closed,2023-08-29 20:08:06,2023-09-03 20:08:06,120.0,1
T0001468,C000748,E00219,Feature Request,Medium,Pending,2024-07-10 08:53:19,2024-07-20 01:53:19,233.0,2
T0001469,C000748,E01018,Feature Request,High,Closed,2025-06-27 12:34:14,2025-07-03 22:34:14,154.0,1
T0001470,C000749,E01246,Billing,Medium,Closed,2025-12-28 11:58:55,2026-01-05 09:58:55,190.0,1
T0001471,C000750,E01021,Feature Request,Low,Closed,2025-06-18 22:34:29,2025-06-20 21:34:29,47.0,1
T0001472,C000750,E01125,Bug Report,Medium,Resolved,2025-07-15 01:11:19,2025-07-22 15:11:19,182.0,3
T0001473,C000750,E00610,Account,Medium,Resolved,2025-12-21 22:44:57,2025-12-22 17:44:57,19.0,3
T0001474,C000752,E01331,Feature Request,High,Open,2021-06-21 16:31:34,2021-06-26 01:31:34,105.0,2
T0001475,C000752,E00842,Security,High,Resolved,2022-01-17 17:57:28,2022-01-17 23:57:28,6.0,4
T0001476,C000753,E00553,Billing,Medium,Closed,2021-08-09 16:15:47,2021-08-16 09:15:47,161.0,4
T0001477,C000753,E00842,Account,Medium,Resolved,2024-08-07 09:32:20,2024-08-14 18:32:20,177.0,2
T0001478,C000753,E00766,Billing,Medium,Resolved,2025-10-27 15:01:52,2025-11-05 03:01:52,204.0,2
T0001479,C000754,E00213,Performance,Medium,Resolved,2024-08-19 08:12:29,2024-08-29 04:12:29,236.0,5
T0001480,C000755,E00929,Performance,Medium,Resolved,2023-09-16 22:21:00,2023-09-22 13:21:00,135.0,1
T0001481,C000756,E00804,Bug Report,High,Resolved,2025-07-24 08:07:55,2025-07-26 12:07:55,52.0,3
T0001482,C000757,E00478,Feature Request,Low,Resolved,2022-11-03 06:52:45,2022-11-08 00:52:45,114.0,3
T0001483,C000757,E00687,Performance,Low,Resolved,2020-05-03 04:58:09,2020-05-05 20:58:09,64.0,2
T0001484,C000757,E00201,Billing,Low,Resolved,2023-05-18 06:11:59,2023-05-20 07:11:59,49.0,2
T0001485,C000757,E00725,Technical,Low,Resolved,2023-04-11 15:52:44,2023-04-16 14:52:44,119.0,1
T0001486,C000758,E00278,Performance,High,Resolved,2024-11-01 17:32:51,2024-11-07 23:32:51,150.0,5
T0001487,C000759,E01255,Performance,Medium,Resolved,2025-04-06 17:30:13,2025-04-11 17:30:13,120.0,5
T0001488,C000759,E01187,Billing,Low,Resolved,2025-06-02 23:49:33,2025-06-05 15:49:33,64.0,5
T0001489,C000760,E01125,Performance,Low,Closed,2025-12-06 15:56:07,2025-12-15 15:56:07,216.0,1
T0001490,C000760,E00497,Bug Report,Low,Resolved,2025-08-28 02:59:01,2025-09-06 07:59:01,221.0,5
T0001491,C000761,E01092,Technical,High,Resolved,2024-09-04 07:20:10,2024-09-09 19:20:10,132.0,2
T0001492,C000762,E00725,Billing,Medium,Closed,2025-09-07 10:34:58,2025-09-11 15:34:58,101.0,4
T0001493,C000763,E01154,Feature Request,Medium,Closed,2021-05-16 08:42:40,2021-05-19 09:42:40,73.0,2
T0001494,C000763,E00859,Technical,Low,Resolved,2024-04-20 05:14:31,2024-04-20 08:14:31,3.0,2
T0001495,C000763,E01226,Account,Medium,Closed,2022-09-19 11:30:51,2022-09-25 10:30:51,143.0,1
T0001496,C000763,E01046,Technical,Medium,Open,2024-02-25 11:26:17,2024-02-29 20:26:17,105.0,1
T0001497,C000765,E00239,Account,Medium,Resolved,2021-08-02 07:21:41,2021-08-09 21:21:41,182.0,5
T0001498,C000765,E01144,Bug Report,Medium,Resolved,2025-12-14 10:41:56,2025-12-24 08:41:56,238.0,4
T0001499,C000765,E01269,Performance,Medium,Open,2021-12-11 16:58:29,2021-12-21 14:58:29,238.0,3
T0001500,C000765,E00464,Feature Request,Low,Open,2022-07-08 01:35:59,2022-07-09 18:35:59,41.0,3
T0001501,C000766,E00915,Performance,Medium,Open,2023-05-13 04:54:54,2023-05-19 16:54:54,156.0,2
T0001502,C000767,E01006,Account,High,Resolved,2022-02-03 06:16:26,2022-02-09 11:16:26,149.0,1
T0001503,C000767,E01044,Performance,Medium,Resolved,2024-03-15 17:01:10,2024-03-23 11:01:10,186.0,5
T0001504,C000768,E00782,Billing,Medium,Resolved,2025-09-14 19:09:01,2025-09-15 12:09:01,17.0,4
T0001505,C000768,E01093,Account,High,Resolved,2025-08-10 07:35:59,2025-08-19 00:35:59,209.0,5
T0001506,C000768,E00299,Performance,Low,Open,2025-12-06 09:25:59,2025-12-06 11:25:59,2.0,2
T0001507,C000768,E00878,Technical,Critical,Resolved,2025-12-14 04:12:44,2025-12-16 03:12:44,47.0,4
T0001508,C000769,E00482,Performance,Low,Resolved,2022-07-13 13:37:32,2022-07-14 18:37:32,29.0,4
T0001509,C000769,E01006,Technical,Low,Closed,2019-10-16 15:56:37,2019-10-17 04:56:37,13.0,5
T0001510,C000769,E00492,Account,Critical,Resolved,2018-02-25 08:39:38,2018-03-05 18:39:38,202.0,3
T0001511,C000770,E00780,Security,High,Resolved,2022-08-02 12:18:51,2022-08-09 22:18:51,178.0,2
T0001512,C000770,E00928,Bug Report,High,Resolved,2024-12-30 14:50:27,2025-01-03 19:50:27,101.0,1
T0001513,C000771,E00481,Billing,High,Closed,2024-09-09 20:23:38,2024-09-09 15:23:38,-5.0,2
T0001514,C000771,E00663,Account,Medium,Resolved,2022-07-10 20:24:26,2022-07-17 13:24:26,161.0,4
T0001515,C000771,E00943,Feature Request,Low,Pending,2023-04-03 00:10:21,2023-04-09 17:10:21,161.0,5
T0001516,C000772,E01144,Account,Low,Resolved,2025-07-14 22:55:23,2025-07-19 22:55:23,120.0,2
T0001517,C000772,E01153,Feature Request,Medium,Resolved,2024-02-04 02:35:54,2024-02-13 07:35:54,221.0,5
T0001518,C000772,E00647,Performance,Medium,Closed,2021-09-22 11:48:34,2021-09-28 12:48:34,145.0,3
T0001519,C000772,E01338,Technical,Medium,Closed,2022-09-23 01:25:00,2022-09-29 22:25:00,165.0,4
T0001520,C000773,E00971,Security,Medium,Closed,2025-04-14 14:56:11,2025-04-19 08:56:11,114.0,5
T0001521,C000773,E00733,Feature Request,Medium,Open,2025-07-20 06:46:54,2025-07-27 05:46:54,167.0,4
T0001522,C000773,E00328,Technical,High,Resolved,2025-03-28 14:55:43,2025-03-31 11:55:43,69.0,5
T0001523,C000774,E01260,Technical,Medium,Resolved,2021-09-20 04:42:28,2021-09-21 03:42:28,23.0,2
T0001524,C000774,E01304,Feature Request,Low,Open,2022-06-04 00:40:03,2022-06-04 10:40:03,10.0,2
T0001525,C000776,E00358,Performance,Medium,Open,2025-05-08 11:29:12,2025-05-17 05:29:12,210.0,3
T0001526,C000778,E00360,Bug Report,Low,Resolved,2025-11-20 02:09:15,2025-11-27 23:09:15,189.0,3
T0001527,C000778,E00157,Account,Critical,Resolved,2025-07-27 20:52:23,2025-07-30 12:52:23,64.0,2
T0001528,C000778,E00545,Security,Medium,Resolved,2025-10-18 08:11:51,2025-10-22 18:11:51,106.0,2
T0001529,C000779,E00659,Bug Report,Medium,Resolved,2018-04-10 00:07:30,2018-04-17 17:07:30,185.0,1
T0001530,C000779,E00419,Account,Low,Resolved,2025-09-08 02:18:10,2025-09-12 21:18:10,115.0,2
T0001531,C000780,E01116,Feature Request,High,Closed,2025-04-26 14:30:39,2025-05-01 15:30:39,121.0,4
T0001532,C000781,E01155,Security,Low,Resolved,2022-09-03 06:04:52,2022-09-09 17:04:52,155.0,3
T0001533,C000781,E00803,Technical,High,Resolved,2024-07-07 14:44:39,2024-07-15 01:44:39,179.0,3
T0001534,C000781,E00094,Bug Report,Critical,Resolved,2022-12-04 11:13:55,2022-12-11 06:13:55,163.0,5
T0001535,C000782,E00839,Technical,Medium,Open,2021-07-12 04:34:23,2021-07-21 22:34:23,234.0,5
T0001536,C000783,E00545,Bug Report,Low,Closed,2022-05-08 05:28:01,2022-05-15 07:28:01,170.0,4
T0001537,C000783,E01255,Security,Low,Resolved,2024-05-28 12:22:49,2024-06-04 19:22:49,175.0,3
T0001538,C000784,E01218,Account,Medium,Resolved,2023-10-31 12:16:23,2023-11-05 01:16:23,109.0,3
T0001539,C000785,E00521,Security,High,Closed,2024-07-20 08:51:20,2024-07-22 09:51:20,49.0,2
T0001540,C000785,E01046,Security,High,Open,2023-03-22 00:36:37,2023-03-23 12:36:37,36.0,4
T0001541,C000785,E01092,Technical,Low,Open,2021-07-16 09:32:04,2021-07-18 23:32:04,62.0,5
T0001542,C000786,E01299,Account,Medium,Resolved,2025-04-03 01:00:41,2025-04-06 16:00:41,87.0,4
T0001543,C000786,E01002,Feature Request,High,Pending,2024-10-09 21:12:00,2024-10-13 08:12:00,83.0,5
T0001544,C000786,E00049,Account,Low,Resolved,2023-10-28 13:57:13,2023-11-07 06:57:13,233.0,2
T0001545,C000787,E01281,Billing,Medium,Resolved,2021-01-23 03:35:10,2021-01-29 12:35:10,153.0,3
T0001546,C000787,E00162,Billing,High,Open,2019-01-27 14:12:08,2019-02-05 11:12:08,213.0,2
T0001547,C000788,E00464,Bug Report,High,Resolved,2022-05-07 07:11:39,2022-05-16 09:11:39,218.0,5
T0001548,C000789,E00566,Technical,Low,Open,2025-03-05 05:27:27,2025-03-12 15:27:27,178.0,2
T0001549,C000789,E00350,Feature Request,Critical,Closed,2023-04-23 15:47:27,2023-05-03 14:47:27,239.0,5
T0001550,C000790,E00464,Account,Medium,Pending,2023-01-25 05:12:38,2023-02-02 09:12:38,196.0,2
T0001551,C000791,E00887,Performance,Low,Closed,2025-05-04 20:55:10,2025-05-06 11:55:10,39.0,5
T0001552,C000791,E00162,Technical,Low,Closed,2025-01-03 14:41:00,2025-01-12 02:41:00,204.0,3
T0001553,C000791,E00798,Technical,Critical,Resolved,2025-11-05 15:21:43,2025-11-08 18:21:43,75.0,3
T0001554,C000791,E00962,Billing,Low,Closed,2024-11-10 20:00:59,2024-11-12 08:00:59,36.0,4
T0001555,C000794,E00878,Feature Request,Critical,Open,2023-01-06 22:13:36,2023-01-07 12:13:36,14.0,1
T0001556,C000794,E00222,Billing,Medium,Open,2023-10-22 18:55:11,2023-10-23 06:55:11,12.0,5
T0001557,C000794,E00004,Bug Report,Medium,Closed,2024-02-29 15:45:05,2024-03-09 12:45:05,213.0,2
T0001558,C000794,E00882,Account,Low,Resolved,2025-02-14 00:14:32,2025-02-19 21:14:32,141.0,1
T0001559,C000794,E01109,Security,Low,Resolved,2024-01-19 09:00:57,2024-01-19 19:00:57,10.0,1
T0001560,C000794,E00082,Feature Request,Medium,Pending,2025-12-16 08:29:51,2025-12-21 10:29:51,122.0,5
T0001561,C000795,E00358,Technical,Low,Resolved,2022-01-24 17:08:04,2022-01-28 00:08:04,79.0,4
T0001562,C000796,E01006,Performance,Low,Resolved,2024-04-24 18:00:08,2024-04-30 17:00:08,143.0,5
T0001563,C000797,E00798,Billing,Low,Resolved,2024-08-15 08:04:22,2024-08-16 14:04:22,30.0,3
T0001564,C000797,E00798,Billing,Low,Resolved,2020-10-04 12:27:30,2020-10-10 14:27:30,146.0,1
T0001565,C000798,E00792,Performance,Low,Closed,2022-02-12 06:31:01,2022-02-20 16:31:01,202.0,1
T0001566,C000798,E00288,Account,Low,Open,2020-01-16 14:15:25,2020-01-21 04:15:25,110.0,2
T0001567,C000800,E00653,Technical,Medium,Closed,2018-10-24 14:35:10,2018-10-26 05:35:10,39.0,5
T0001568,C000800,E00585,Technical,Low,Resolved,2019-09-05 02:44:51,2019-09-10 20:44:51,138.0,1
T0001569,C000800,E01250,Security,High,Resolved,2021-07-07 16:20:38,2021-07-15 19:20:38,195.0,5
T0001570,C000801,E00943,Account,High,Resolved,2025-05-19 18:31:53,2025-05-29 01:31:53,223.0,4
T0001571,C000801,E00219,Billing,Medium,Resolved,2021-04-04 09:51:03,2021-04-09 15:51:03,126.0,5
T0001572,C000801,E00288,Security,Medium,Resolved,2025-01-11 21:42:11,2025-01-20 04:42:11,199.0,5
T0001573,C000802,E00781,Performance,Medium,Resolved,2024-05-14 10:17:30,2024-05-19 07:17:30,117.0,3
T0001574,C000802,E00170,Billing,High,Closed,2022-06-04 09:27:25,,214.0,2
T0001575,C000803,E00497,Performance,Medium,Closed,2025-12-28 14:51:18,2025-12-28 17:51:18,3.0,4
T0001576,C000803,E01207,Billing,Critical,Pending,2025-12-27 20:33:43,2025-12-30 20:33:43,72.0,3
T0001577,C000803,E00347,Performance,Medium,Open,2025-12-29 22:35:19,2026-01-07 20:35:19,214.0,3
T0001578,C000803,E00175,Feature Request,Low,Resolved,2025-12-28 23:28:28,2026-01-04 12:28:28,157.0,1
T0001579,C000803,E00511,Account,High,Resolved,2025-12-28 01:49:36,2026-01-06 12:49:36,227.0,5
T0001580,C000803,E01044,Billing,High,Closed,2025-12-27 16:51:28,2026-01-04 01:51:28,177.0,3
T0001581,C000803,E00803,Feature Request,Medium,Closed,2025-12-27 13:39:18,2025-12-28 14:39:18,25.0,1
T0001582,C000804,E00548,Account,Critical,Resolved,2025-09-01 11:40:18,2025-09-09 11:40:18,192.0,1
T0001583,C000804,E00544,Account,High,Resolved,2025-08-17 09:56:45,2025-08-19 21:56:45,60.0,4
T0001584,C000805,E00873,Performance,Medium,Closed,2025-03-04 03:29:45,2025-03-13 05:29:45,218.0,1
T0001585,C000805,E00698,Performance,High,Open,2022-05-24 10:54:26,2022-05-24 22:54:26,231.0,1
T0001586,C000805,E00501,Security,High,Closed,2019-08-29 22:31:46,2019-09-03 08:31:46,106.0,1
T0001587,C000806,E00781,Account,Medium,Closed,2025-09-10 01:22:26,2025-09-16 08:22:26,151.0,5
T0001588,C000806,E00613,Bug Report,Medium,Resolved,2018-08-06 22:19:20,2018-08-13 06:19:20,152.0,3
T0001589,C000807,E01087,Technical,Low,Open,2024-06-12 07:19:51,2024-06-13 02:19:51,19.0,3
T0001590,C000807,E00208,Bug Report,Medium,Pending,2025-03-22 18:17:49,2025-03-24 04:17:49,34.0,5
T0001591,C000807,E01135,Performance,Medium,Resolved,2025-08-07 08:21:26,2025-08-16 07:21:26,215.0,2
T0001592,C000808,E00481,Billing,Medium,Resolved,2025-01-17 00:27:53,2025-01-24 18:27:53,186.0,2
T0001593,C000809,E00521,Technical,Low,Resolved,2023-11-08 18:42:11,2023-11-16 17:42:11,191.0,4
T0001594,C000809,E00696,Performance,Low,Resolved,2024-05-25 17:12:57,2024-06-03 14:12:57,213.0,1
T0001595,C000810,E00484,Technical,Low,Resolved,2024-04-06 11:24:10,2024-04-10 21:24:10,106.0,3
T0001596,C000810,E00660,Technical,Medium,Open,2023-04-27 12:08:30,2023-04-30 13:08:30,73.0,5
T0001597,C000810,E00684,Feature Request,Medium,Resolved,2024-06-12 23:46:06,2024-06-14 05:46:06,30.0,4
T0001598,C000811,E01092,Performance,Critical,Closed,2024-08-20 05:14:44,2024-08-25 07:14:44,122.0,1
T0001599,C000812,E00102,Feature Request,Medium,Resolved,2024-04-12 00:55:36,2024-04-17 01:55:36,121.0,3
T0001600,C000814,E00299,Billing,High,Resolved,2025-05-26 16:34:04,2025-06-01 08:34:04,136.0,2
T0001601,C000815,E00560,Account,Medium,Closed,2025-10-18 22:24:45,2025-10-26 15:24:45,185.0,2
T0001602,C000816,E00094,Billing,Low,Pending,2025-05-16 12:33:23,2025-05-23 09:33:23,165.0,5
T0001603,C000816,E00748,Technical,Low,Resolved,2024-07-27 12:59:57,2024-07-27 22:59:57,10.0,2
T0001604,C000817,E00866,Billing,Low,Resolved,2023-10-19 17:49:14,2023-10-25 23:49:14,150.0,1
T0001605,C000817,E00328,Account,High,Resolved,2021-01-18 14:15:09,2021-01-23 12:15:09,118.0,1
T0001606,C000817,E00597,Technical,Medium,Pending,2018-11-20 20:37:24,2018-11-27 10:37:24,158.0,3
T0001607,C000817,E00748,Performance,High,Resolved,2020-12-17 07:15:09,2020-12-18 06:15:09,23.0,5
T0001608,C000817,E00505,Performance,Medium,Pending,2025-11-23 20:59:28,2025-11-30 20:59:28,168.0,2
T0001609,C000818,E00157,Technical,Low,Resolved,2025-12-15 17:52:09,2025-12-18 20:52:09,75.0,3
T0001610,C000819,E00419,Bug Report,Medium,Open,2025-04-29 10:49:51,2025-05-06 14:49:51,172.0,4
T0001611,C000819,E00842,Account,Medium,Pending,2025-12-24 05:36:14,2025-12-26 20:36:14,63.0,5
T0001612,C000820,E01180,Performance,Low,Resolved,2025-12-11 21:40:51,2025-12-12 04:40:51,7.0,3
T0001613,C000820,E00962,Technical,Low,Closed,2025-12-15 01:46:16,2025-12-19 00:46:16,95.0,4
T0001614,C000821,E00873,Bug Report,Low,Resolved,2023-09-06 11:29:46,2023-09-10 23:29:46,108.0,4
T0001615,C000822,E00962,Billing,High,Resolved,2025-11-05 14:12:50,2025-11-08 07:12:50,65.0,1
T0001616,C000822,E00290,Account,High,Closed,2025-11-20 16:11:41,2025-11-28 02:11:41,178.0,3
T0001617,C000822,E00969,Technical,Low,Resolved,2025-10-27 11:46:09,2025-10-30 09:46:09,70.0,2
T0001618,C000823,E00750,Technical,Medium,Resolved,2023-02-20 09:38:38,2023-02-24 04:38:38,91.0,2
T0001619,C000823,E00115,Performance,High,Resolved,2021-09-19 20:29:50,2021-09-26 16:29:50,164.0,3
T0001620,C000824,E00049,Billing,Medium,Closed,2025-12-05 17:42:06,2025-12-13 09:42:06,184.0,5
T0001621,C000825,E00288,Technical,Low,Pending,2023-11-05 07:11:19,2023-11-05 21:11:19,14.0,4
T0001622,C000826,E01148,Security,Low,Resolved,2025-02-15 02:50:19,2025-02-16 00:50:19,22.0,5
T0001623,C000827,E00230,Account,High,Open,2019-08-25 10:03:01,2019-08-28 13:03:01,75.0,1
T0001624,C000827,E00188,Account,Low,Pending,2021-12-09 09:46:47,2021-12-18 14:46:47,221.0,3
T0001625,C000828,E00304,Bug Report,Medium,Closed,2023-01-13 19:48:49,2023-01-22 00:48:49,197.0,3
T0001626,C000829,E01294,Performance,Medium,Resolved,2025-11-12 15:47:34,2025-11-18 05:47:34,134.0,2
T0001627,C000829,E01018,Account,High,Resolved,2025-12-20 12:50:45,2025-12-21 11:50:45,23.0,3
T0001628,C000830,E00350,Performance,Low,Resolved,2025-06-27 20:17:00,2025-07-03 21:17:00,145.0,3
T0001629,C000830,E01143,Security,Low,Pending,2024-02-12 15:56:33,2024-02-18 09:56:33,138.0,1
T0001630,C000832,E00004,Billing,High,Resolved,2022-11-04 00:24:16,2022-11-09 00:24:16,120.0,2
T0001631,C000832,E01109,Security,Critical,Resolved,2025-05-25 19:12:01,2025-06-04 09:12:01,230.0,2
T0001632,C000833,E01299,Security,Medium,Open,2022-02-25 12:00:19,2022-03-07 09:00:19,237.0,5
T0001633,C000833,E00211,Performance,Low,Open,2024-10-26 17:59:29,2024-10-27 17:59:29,24.0,3
T0001634,C000834,E00648,Feature Request,High,Closed,2025-06-17 12:45:47,2025-06-21 17:45:47,101.0,3
T0001635,C000834,E01304,Billing,Low,Closed,2025-08-22 11:49:49,2025-08-30 12:49:49,193.0,4
T0001636,C000834,E00213,Billing,Low,Closed,2025-09-16 00:23:03,2025-09-16 04:23:03,4.0,1
T0001637,C000835,E00485,Feature Request,Medium,Open,2025-12-27 00:06:49,2026-01-01 20:06:49,140.0,4
T0001638,C000835,E01143,Performance,High,Resolved,2025-12-29 17:40:04,2026-01-04 14:40:04,141.0,5
T0001639,C000836,E00157,Performance,Medium,Open,2025-02-08 03:32:17,2025-02-12 09:32:17,102.0,2
T0001640,C000837,E00505,Technical,Low,Closed,2022-10-06 00:16:30,2022-10-06 10:16:30,10.0,1
T0001641,C000837,E01215,Security,Low,Closed,2024-04-03 03:37:40,2024-04-03 16:37:40,13.0,1
T0001642,C000837,E00115,Feature Request,Medium,Resolved,2025-04-22 18:48:23,2025-04-27 06:48:23,108.0,1
T0001643,C000837,E01060,Security,Medium,Resolved,2025-05-05 15:25:57,2025-05-10 14:25:57,119.0,2
T0001644,C000838,E00278,Bug Report,Critical,Closed,2025-10-29 13:58:50,2025-11-05 06:58:50,161.0,4
T0001645,C000838,E00840,Technical,Medium,Closed,2025-12-27 15:42:35,2025-12-30 12:42:35,69.0,3
T0001646,C000839,E01219,Billing,High,Resolved,2023-01-15 08:15:26,2023-01-23 19:15:26,203.0,5
T0001647,C000839,E00553,Performance,High,Resolved,2020-08-22 18:16:03,2020-08-27 19:16:03,121.0,4
T0001648,C000840,E00222,Feature Request,Medium,Resolved,2023-04-24 05:35:05,2023-05-04 00:35:05,235.0,5
T0001649,C000841,E01078,Feature Request,High,Resolved,2025-10-31 18:37:26,2025-11-06 10:37:26,136.0,4
T0001650,C000841,E00866,Account,Medium,Resolved,2025-11-05 21:01:45,2025-11-08 11:01:45,62.0,1
T0001651,C000841,E00787,Billing,Medium,Pending,2025-08-18 03:59:22,2025-08-19 00:59:22,21.0,1
T0001652,C000842,E00566,Technical,Low,Closed,2024-11-18 05:11:33,,188.0,1
T0001653,C000843,E00303,Technical,Medium,Resolved,2022-06-19 22:04:16,2022-06-27 18:04:16,188.0,3
T0001654,C000844,E01092,Account,Medium,Resolved,2025-12-22 09:24:00,2025-12-24 04:24:00,43.0,4
T0001655,C000844,E01154,Technical,Medium,Resolved,2021-12-31 12:55:11,2022-01-04 11:55:11,95.0,1
T0001656,C000845,E00415,Bug Report,Medium,Resolved,2020-08-15 16:23:10,2020-08-18 03:23:10,59.0,4
T0001657,C000846,E01313,Feature Request,Low,Resolved,2022-07-22 16:45:05,2022-07-28 16:45:05,144.0,5
T0001658,C000846,E00004,Account,Low,Resolved,2022-04-07 10:38:17,2022-04-15 11:38:17,193.0,3
T0001659,C000848,E00175,Feature Request,High,Resolved,2025-08-02 10:43:35,2025-08-08 22:43:35,156.0,2
T0001660,C000848,E00613,Performance,Low,Resolved,2023-10-15 07:49:30,2023-10-19 22:49:30,111.0,1
T0001661,C000848,E00484,Bug Report,Critical,Pending,2021-12-20 05:12:22,2021-12-26 02:12:22,141.0,4
T0001662,C000848,E00382,Technical,Low,Closed,2022-09-18 18:48:06,2022-09-23 08:48:06,110.0,3
T0001663,C000849,E01143,Account,Medium,Resolved,2023-08-17 11:03:28,2023-08-17 14:03:28,3.0,1
T0001664,C000849,E00545,Performance,Medium,Resolved,2024-10-31 14:10:01,2024-11-07 13:10:01,167.0,4
T0001665,C000849,E01281,Bug Report,High,Open,2021-07-28 08:01:56,2021-08-01 12:01:56,100.0,3
T0001666,C000849,E00201,Bug Report,Medium,Resolved,2021-10-31 09:16:32,2021-11-03 01:16:32,64.0,3
T0001667,C000850,E00613,Account,Low,Open,2021-09-26 21:42:37,2021-09-30 06:42:37,81.0,4
T0001668,C000851,E01183,Performance,Medium,Resolved,2020-06-11 01:45:28,2020-06-12 13:45:28,36.0,1
T0001669,C000852,E00353,Billing,Medium,Closed,2020-08-09 06:41:37,2020-08-13 05:41:37,95.0,4
T0001670,C000852,E01192,Account,Medium,Resolved,2020-05-04 21:46:53,2020-05-05 23:46:53,26.0,2
T0001671,C000852,E00009,Technical,High,Resolved,2022-07-01 14:27:36,2022-07-09 01:27:36,179.0,5
T0001672,C000852,E00481,Feature Request,Low,Closed,2023-07-07 23:35:41,2023-07-13 06:35:41,127.0,4
T0001673,C000853,E00353,Security,Low,Closed,2025-10-07 13:56:24,2025-10-08 23:56:24,34.0,5
T0001674,C000853,E01187,Account,Low,Resolved,2022-02-20 01:08:21,2022-02-21 05:08:21,28.0,3
T0001675,C000854,E00647,Bug Report,Medium,Pending,2024-12-24 16:22:17,2024-12-28 01:22:17,81.0,4
T0001676,C000854,E00175,Account,Critical,Open,2023-04-13 13:18:33,2023-04-21 07:18:33,186.0,4
T0001677,C000856,E01194,Billing,High,Resolved,2022-11-19 23:36:40,2022-11-27 21:36:40,190.0,3
T0001678,C000859,E00021,Billing,Medium,Resolved,2023-04-24 22:42:49,2023-05-01 00:42:49,146.0,2
T0001679,C000859,E00992,Bug Report,Medium,Resolved,2025-03-26 12:54:50,2025-04-01 10:54:50,142.0,3
T0001680,C000859,E00186,Bug Report,Low,Pending,2024-07-17 00:44:18,2024-07-23 01:44:18,145.0,3
T0001681,C000860,E00951,Security,Low,Resolved,2021-06-27 11:25:29,2021-06-27 19:25:29,8.0,5
T0001682,C000860,E01255,Performance,Critical,Resolved,2023-01-09 01:01:03,2023-01-16 23:01:03,190.0,5
T0001683,C000861,E00147,,Medium,Open,2021-08-31 04:46:05,2021-09-01 18:46:05,38.0,2
T0001684,C000861,E00799,Bug Report,Low,Open,2025-08-22 02:02:16,2025-08-27 11:02:16,129.0,3
T0001685,C000861,E00686,Feature Request,Low,Resolved,2022-07-31 17:02:30,2022-08-09 02:02:30,201.0,4
T0001686,C000861,E01171,Bug Report,Medium,Pending,2023-12-13 02:33:42,2023-12-16 16:33:42,86.0,1
T0001687,C000862,E00478,Security,Low,Pending,2025-07-29 23:35:03,2025-08-08 16:35:03,233.0,2
T0001688,C000863,E01338,Bug Report,Medium,Open,2025-10-29 19:25:11,2025-11-06 23:25:11,196.0,5
T0001689,C000865,E00817,Technical,Medium,Resolved,2023-08-21 23:52:20,2023-08-26 04:52:20,101.0,2
T0001690,C000865,E00157,Performance,Low,Resolved,2024-07-02 21:35:08,2024-07-11 23:35:08,218.0,5
T0001691,C000865,E01219,Security,Low,Closed,2020-02-23 11:56:38,2020-03-01 12:56:38,169.0,2
T0001692,C000865,E00940,Billing,Critical,Open,2020-03-13 20:51:31,2020-03-19 20:51:31,144.0,1
T0001693,C000865,E01021,Feature Request,Medium,Open,2025-12-03 10:23:52,2025-12-09 22:23:52,156.0,5
T0001694,C000865,E00055,Feature Request,Medium,Open,2022-05-09 09:58:48,2022-05-10 18:58:48,33.0,2
T0001695,C000866,E00878,Feature Request,High,Resolved,2023-12-25 13:57:52,2024-01-02 08:57:52,187.0,4
T0001696,C000866,E00321,Performance,Medium,Resolved,2024-06-20 17:18:54,2024-06-27 09:18:54,160.0,2
T0001697,C000868,E00221,Account,High,Resolved,2020-11-19 16:30:35,2020-11-28 08:30:35,208.0,4
T0001698,C000868,E00049,Account,High,Pending,2025-11-16 02:58:36,2025-11-18 10:58:36,56.0,4
T0001699,C000868,E00186,Feature Request,Medium,Resolved,2020-05-07 17:15:57,2020-05-08 00:15:57,7.0,4
T0001700,C000868,E00258,Security,Low,Resolved,2024-08-16 09:56:01,2024-08-25 15:56:01,222.0,2
T0001701,C000869,E00781,Billing,Medium,Closed,2023-01-25 01:38:23,2023-02-01 02:38:23,169.0,4
T0001702,C000870,E00792,Security,High,Closed,2023-12-28 11:08:52,2024-01-03 07:08:52,140.0,2
T0001703,C000870,E00750,Account,Critical,Resolved,2025-08-13 03:05:13,2025-08-20 06:05:13,171.0,4
T0001704,C000872,E01125,Account,High,Resolved,2024-08-04 15:59:41,2024-08-05 14:59:41,23.0,2
T0001705,C000872,E00188,Billing,Critical,Resolved,2023-01-26 23:34:11,2023-02-05 22:34:11,239.0,4
T0001706,C000872,E00992,Feature Request,Medium,Resolved,2022-03-23 12:59:49,2022-03-24 03:59:49,15.0,1
T0001707,C000873,E01260,Feature Request,Low,Resolved,2025-02-02 17:19:49,2025-02-09 09:19:49,160.0,3
T0001708,C000874,E00545,Billing,Medium,Resolved,2025-03-08 17:10:40,2025-03-11 16:10:40,71.0,1
T0001709,C000875,E00201,Security,High,Closed,2023-01-25 11:56:52,2023-02-03 04:56:52,209.0,1
